154.762,-158.463,-15.5257,293.563,-108.241,-67.3643,1079.55,-1138.5,775.068,-8.05106,
0,0.506205,0.655869,0.661888,0.610032,0.53486,0.450293,0.361942,0.272066,0.181576,
