0,0
0.176337,0.0843657
0.250726,0.159845
0.317072,0.227276
0.376135,0.287418
0.4286,0.340957
0.475091,0.388515
0.516169,0.430657
0.552345,0.467894
0.584082,0.500686
0.611797,0.529455
0.63587,0.554578
0.656644,0.576399
0.67443,0.595231
0.68951,0.611353
0.702139,0.625023
0.712548,0.636471
0.720946,0.645906
0.727523,0.653519
0.732451,0.659481
0.735884,0.663947
0.737964,0.667059
0.738818,0.668945
0.738562,0.669719
0.737301,0.669488
0.735129,0.668344
0.732133,0.666376
0.728389,0.663659
0.723968,0.660265
0.718935,0.656258
0.713346,0.651696
0.707255,0.64663
0.700709,0.641108
0.693749,0.635174
0.686417,0.628866
0.678746,0.622219
0.670768,0.615265
0.662513,0.608034
0.654007,0.600551
0.645273,0.59284
0.636332,0.584923
0.627205,0.576819
0.617909,0.568545
0.608459,0.560118
0.598871,0.551552
0.589156,0.542861
0.579328,0.534055
0.569397,0.525146
0.559373,0.516144
0.549264,0.507057
0.539078,0.497893
0.528823,0.48866
0.518505,0.479364
0.50813,0.470011
0.497703,0.460606
0.48723,0.451155
0.476714,0.441661
0.46616,0.432129
0.455572,0.422562
0.444952,0.412964
0.434303,0.403337
0.423629,0.393685
0.412931,0.384009
0.402213,0.374311
0.391475,0.364595
0.380719,0.354861
0.369948,0.345112
0.359163,0.335348
0.348365,0.325572
0.337555,0.315784
0.326735,0.305985
0.315905,0.296176
0.305066,0.286359
0.294219,0.276534
0.283366,0.266702
0.272506,0.256864
0.26164,0.247019
0.250769,0.23717
0.239893,0.227315
0.229012,0.217456
0.218128,0.207594
0.20724,0.197727
0.196349,0.187858
0.185455,0.177985
0.174558,0.16811
0.163659,0.158233
0.152758,0.148353
0.141855,0.138471
0.13095,0.128588
0.120044,0.118703
0.109136,0.108816
0.0982263,0.0989286
0.0873158,0.0890396
0.0764042,0.0791495
0.0654916,0.0692584
0.0545781,0.0593664
0.0436638,0.0494736
0.0327488,0.0395801
0.0218331,0.0296859
0.0109168,0.0197911
