# Next line: [dim],[# integration points],[years],[dt],[system radius],[planet count],[beta]
3,16000,20,0.00125,10,3,2
# Next lines: [planet ID],[planet name]
0,Sun
1,Earth
2,Jupiter
# Next lines: [planet ID]=[x],[y],[z]
0=-0.00362528,0.00741483,1.85411e-05
1=-0.310357,0.938489,-2.83247e-05
2=0.583736,-5.18396,0.00843965
0=-0.00362516,0.00741381,1.85428e-05
1=-0.317922,0.935874,-2.82002e-05
2=0.587115,-5.18341,0.00836177
0=-0.00362505,0.0074128,1.85444e-05
1=-0.325467,0.933197,-2.80707e-05
2=0.590493,-5.18285,0.00828389
0=-0.00362493,0.00741179,1.8546e-05
1=-0.332991,0.930458,-2.79361e-05
2=0.593871,-5.1823,0.008206
0=-0.00362482,0.00741077,1.85476e-05
1=-0.340492,0.927657,-2.77965e-05
2=0.597249,-5.18174,0.00812811
0=-0.0036247,0.00740976,1.85492e-05
1=-0.347972,0.924794,-2.7652e-05
2=0.600626,-5.18118,0.00805022
0=-0.00362458,0.00740875,1.85507e-05
1=-0.355428,0.92187,-2.75025e-05
2=0.604004,-5.18062,0.00797232
0=-0.00362446,0.00740774,1.85523e-05
1=-0.362862,0.918884,-2.73481e-05
2=0.607381,-5.18006,0.00789443
0=-0.00362434,0.00740672,1.85538e-05
1=-0.370271,0.915837,-2.71888e-05
2=0.610757,-5.17949,0.00781652
0=-0.00362422,0.00740571,1.85554e-05
1=-0.377656,0.912729,-2.70246e-05
2=0.614134,-5.17892,0.00773862
0=-0.0036241,0.0074047,1.85569e-05
1=-0.385017,0.90956,-2.68556e-05
2=0.61751,-5.17835,0.00766071
0=-0.00362398,0.00740368,1.85584e-05
1=-0.392352,0.90633,-2.66818e-05
2=0.620886,-5.17778,0.00758279
0=-0.00362386,0.00740267,1.85598e-05
1=-0.399661,0.90304,-2.65032e-05
2=0.624261,-5.1772,0.00750488
0=-0.00362374,0.00740166,1.85613e-05
1=-0.406945,0.89969,-2.63198e-05
2=0.627637,-5.17662,0.00742696
0=-0.00362361,0.00740064,1.85627e-05
1=-0.414201,0.89628,-2.61317e-05
2=0.631012,-5.17604,0.00734903
0=-0.00362349,0.00739963,1.85642e-05
1=-0.42143,0.892809,-2.59389e-05
2=0.634386,-5.17546,0.00727111
0=-0.00362337,0.00739862,1.85656e-05
1=-0.428632,0.889279,-2.57415e-05
2=0.637761,-5.17488,0.00719318
0=-0.00362324,0.0073976,1.8567e-05
1=-0.435805,0.88569,-2.55394e-05
2=0.641135,-5.17429,0.00711525
0=-0.00362311,0.00739659,1.85684e-05
1=-0.442949,0.882041,-2.53326e-05
2=0.644509,-5.1737,0.00703731
0=-0.00362299,0.00739558,1.85698e-05
1=-0.450065,0.878334,-2.51213e-05
2=0.647883,-5.17311,0.00695937
0=-0.00362286,0.00739457,1.85711e-05
1=-0.457151,0.874568,-2.49055e-05
2=0.651256,-5.17252,0.00688143
0=-0.00362273,0.00739355,1.85725e-05
1=-0.464206,0.870743,-2.46851e-05
2=0.654629,-5.17192,0.00680349
0=-0.0036226,0.00739254,1.85738e-05
1=-0.471231,0.86686,-2.44602e-05
2=0.658002,-5.17132,0.00672554
0=-0.00362247,0.00739153,1.85751e-05
1=-0.478225,0.862918,-2.42308e-05
2=0.661375,-5.17072,0.00664759
0=-0.00362234,0.00739051,1.85764e-05
1=-0.485188,0.858919,-2.3997e-05
2=0.664747,-5.17012,0.00656964
0=-0.00362221,0.0073895,1.85777e-05
1=-0.492118,0.854863,-2.37589e-05
2=0.668119,-5.16951,0.00649168
0=-0.00362208,0.00738849,1.85789e-05
1=-0.499016,0.850749,-2.35163e-05
2=0.67149,-5.16891,0.00641372
0=-0.00362195,0.00738748,1.85802e-05
1=-0.505881,0.846578,-2.32694e-05
2=0.674862,-5.1683,0.00633576
0=-0.00362182,0.00738646,1.85814e-05
1=-0.512713,0.84235,-2.30182e-05
2=0.678233,-5.16769,0.0062578
0=-0.00362168,0.00738545,1.85827e-05
1=-0.519511,0.838066,-2.27627e-05
2=0.681604,-5.16707,0.00617983
0=-0.00362155,0.00738444,1.85839e-05
1=-0.526274,0.833726,-2.2503e-05
2=0.684974,-5.16646,0.00610186
0=-0.00362141,0.00738342,1.85851e-05
1=-0.533003,0.829329,-2.22391e-05
2=0.688344,-5.16584,0.00602389
0=-0.00362128,0.00738241,1.85862e-05
1=-0.539696,0.824877,-2.1971e-05
2=0.691714,-5.16522,0.00594591
0=-0.00362114,0.0073814,1.85874e-05
1=-0.546354,0.820369,-2.16988e-05
2=0.695084,-5.1646,0.00586793
0=-0.00362101,0.00738039,1.85885e-05
1=-0.552975,0.815807,-2.14224e-05
2=0.698453,-5.16397,0.00578995
0=-0.00362087,0.00737937,1.85897e-05
1=-0.55956,0.811189,-2.1142e-05
2=0.701822,-5.16334,0.00571197
0=-0.00362073,0.00737836,1.85908e-05
1=-0.566108,0.806517,-2.08575e-05
2=0.705191,-5.16271,0.00563399
0=-0.00362059,0.00737735,1.85919e-05
1=-0.572619,0.80179,-2.05691e-05
2=0.708559,-5.16208,0.005556
0=-0.00362045,0.00737634,1.8593e-05
1=-0.579091,0.79701,-2.02767e-05
2=0.711927,-5.16145,0.00547801
0=-0.00362031,0.00737532,1.8594e-05
1=-0.585526,0.792176,-1.99803e-05
2=0.715295,-5.16081,0.00540002
0=-0.00362017,0.00737431,1.85951e-05
1=-0.591921,0.787288,-1.96801e-05
2=0.718662,-5.16017,0.00532202
0=-0.00362003,0.0073733,1.85961e-05
1=-0.598277,0.782348,-1.9376e-05
2=0.722029,-5.15953,0.00524403
0=-0.00361989,0.00737229,1.85972e-05
1=-0.604593,0.777354,-1.9068e-05
2=0.725396,-5.15889,0.00516603
0=-0.00361975,0.00737127,1.85982e-05
1=-0.61087,0.772309,-1.87563e-05
2=0.728763,-5.15825,0.00508803
0=-0.0036196,0.00737026,1.85992e-05
1=-0.617105,0.767211,-1.84409e-05
2=0.732129,-5.1576,0.00501002
0=-0.00361946,0.00736925,1.86001e-05
1=-0.6233,0.762061,-1.81217e-05
2=0.735495,-5.15695,0.00493202
0=-0.00361931,0.00736824,1.86011e-05
1=-0.629454,0.75686,-1.77989e-05
2=0.73886,-5.1563,0.00485401
0=-0.00361917,0.00736722,1.8602e-05
1=-0.635565,0.751608,-1.74724e-05
2=0.742225,-5.15564,0.004776
0=-0.00361902,0.00736621,1.8603e-05
1=-0.641635,0.746304,-1.71423e-05
2=0.74559,-5.15499,0.00469799
0=-0.00361887,0.0073652,1.86039e-05
1=-0.647661,0.740951,-1.68087e-05
2=0.748955,-5.15433,0.00461997
0=-0.00361873,0.00736419,1.86048e-05
1=-0.653645,0.735547,-1.64715e-05
2=0.752319,-5.15367,0.00454196
0=-0.00361858,0.00736318,1.86057e-05
1=-0.659585,0.730094,-1.61309e-05
2=0.755683,-5.153,0.00446394
0=-0.00361843,0.00736216,1.86066e-05
1=-0.665482,0.724591,-1.57868e-05
2=0.759047,-5.15234,0.00438592
0=-0.00361828,0.00736115,1.86074e-05
1=-0.671334,0.719039,-1.54394e-05
2=0.76241,-5.15167,0.0043079
0=-0.00361813,0.00736014,1.86083e-05
1=-0.677141,0.713438,-1.50885e-05
2=0.765773,-5.151,0.00422987
0=-0.00361798,0.00735913,1.86091e-05
1=-0.682903,0.707789,-1.47344e-05
2=0.769135,-5.15033,0.00415185
0=-0.00361783,0.00735811,1.86099e-05
1=-0.68862,0.702092,-1.4377e-05
2=0.772497,-5.14966,0.00407382
0=-0.00361768,0.0073571,1.86107e-05
1=-0.694291,0.696348,-1.40163e-05
2=0.775859,-5.14898,0.00399579
0=-0.00361752,0.00735609,1.86115e-05
1=-0.699916,0.690556,-1.36524e-05
2=0.779221,-5.1483,0.00391776
0=-0.00361737,0.00735508,1.86122e-05
1=-0.705494,0.684717,-1.32854e-05
2=0.782582,-5.14762,0.00383973
0=-0.00361721,0.00735407,1.8613e-05
1=-0.711025,0.678832,-1.29153e-05
2=0.785943,-5.14694,0.00376169
0=-0.00361706,0.00735305,1.86137e-05
1=-0.716509,0.6729,-1.25421e-05
2=0.789304,-5.14625,0.00368366
0=-0.0036169,0.00735204,1.86144e-05
1=-0.721944,0.666923,-1.21658e-05
2=0.792664,-5.14556,0.00360562
0=-0.00361675,0.00735103,1.86151e-05
1=-0.727332,0.6609,-1.17866e-05
2=0.796024,-5.14487,0.00352758
0=-0.00361659,0.00735002,1.86158e-05
1=-0.732671,0.654833,-1.14044e-05
2=0.799383,-5.14418,0.00344954
0=-0.00361643,0.00734901,1.86165e-05
1=-0.737961,0.648721,-1.10194e-05
2=0.802742,-5.14349,0.0033715
0=-0.00361627,0.007348,1.86172e-05
1=-0.743202,0.642564,-1.06315e-05
2=0.806101,-5.14279,0.00329346
0=-0.00361612,0.00734698,1.86178e-05
1=-0.748394,0.636364,-1.02407e-05
2=0.809459,-5.14209,0.00321541
0=-0.00361596,0.00734597,1.86184e-05
1=-0.753535,0.630121,-9.84721e-06
2=0.812818,-5.14139,0.00313736
0=-0.0036158,0.00734496,1.8619e-05
1=-0.758626,0.623835,-9.45098e-06
2=0.816175,-5.14069,0.00305932
0=-0.00361563,0.00734395,1.86196e-05
1=-0.763666,0.617506,-9.05207e-06
2=0.819533,-5.13998,0.00298127
0=-0.00361547,0.00734294,1.86202e-05
1=-0.768655,0.611134,-8.65052e-06
2=0.82289,-5.13927,0.00290322
0=-0.00361531,0.00734193,1.86208e-05
1=-0.773593,0.604721,-8.24638e-06
2=0.826246,-5.13856,0.00282517
0=-0.00361515,0.00734092,1.86213e-05
1=-0.778479,0.598267,-7.8397e-06
2=0.829603,-5.13785,0.00274711
0=-0.00361498,0.0073399,1.86219e-05
1=-0.783313,0.591772,-7.43052e-06
2=0.832958,-5.13714,0.00266906
0=-0.00361482,0.00733889,1.86224e-05
1=-0.788095,0.585237,-7.01888e-06
2=0.836314,-5.13642,0.002591
0=-0.00361465,0.00733788,1.86229e-05
1=-0.792824,0.578661,-6.60484e-06
2=0.839669,-5.1357,0.00251295
0=-0.00361449,0.00733687,1.86234e-05
1=-0.7975,0.572046,-6.18843e-06
2=0.843024,-5.13498,0.00243489
0=-0.00361432,0.00733586,1.86239e-05
1=-0.802122,0.565391,-5.76971e-06
2=0.846379,-5.13425,0.00235683
0=-0.00361416,0.00733485,1.86243e-05
1=-0.806691,0.558698,-5.34872e-06
2=0.849733,-5.13353,0.00227877
0=-0.00361399,0.00733384,1.86248e-05
1=-0.811205,0.551966,-4.92551e-06
2=0.853086,-5.1328,0.00220071
0=-0.00361382,0.00733283,1.86252e-05
1=-0.815666,0.545197,-4.50013e-06
2=0.85644,-5.13207,0.00212265
0=-0.00361365,0.00733181,1.86256e-05
1=-0.820071,0.53839,-4.07263e-06
2=0.859793,-5.13134,0.00204459
0=-0.00361348,0.0073308,1.8626e-05
1=-0.824422,0.531546,-3.64304e-06
2=0.863145,-5.1306,0.00196653
0=-0.00361331,0.00732979,1.86264e-05
1=-0.828717,0.524666,-3.21143e-06
2=0.866497,-5.12987,0.00188846
0=-0.00361314,0.00732878,1.86268e-05
1=-0.832957,0.51775,-2.77783e-06
2=0.869849,-5.12913,0.0018104
0=-0.00361297,0.00732777,1.86271e-05
1=-0.837141,0.510798,-2.34231e-06
2=0.873201,-5.12838,0.00173233
0=-0.00361279,0.00732676,1.86275e-05
1=-0.841269,0.503811,-1.9049e-06
2=0.876552,-5.12764,0.00165427
0=-0.00361262,0.00732575,1.86278e-05
1=-0.845341,0.496789,-1.46565e-06
2=0.879902,-5.12689,0.0015762
0=-0.00361245,0.00732474,1.86281e-05
1=-0.849355,0.489732,-1.02462e-06
2=0.883253,-5.12615,0.00149813
0=-0.00361227,0.00732373,1.86284e-05
1=-0.853313,0.482643,-5.81859e-07
2=0.886603,-5.1254,0.00142006
0=-0.0036121,0.00732272,1.86287e-05
1=-0.857214,0.475519,-1.37409e-07
2=0.889952,-5.12464,0.00134199
0=-0.00361192,0.00732171,1.86289e-05
1=-0.861056,0.468363,3.08676e-07
2=0.893301,-5.12389,0.00126393
0=-0.00361174,0.0073207,1.86292e-05
1=-0.864842,0.461175,7.56346e-07
2=0.89665,-5.12313,0.00118586
0=-0.00361157,0.00731969,1.86294e-05
1=-0.868569,0.453954,1.20555e-06
2=0.899998,-5.12237,0.00110778
0=-0.00361139,0.00731868,1.86296e-05
1=-0.872237,0.446703,1.65624e-06
2=0.903346,-5.12161,0.00102971
0=-0.00361121,0.00731767,1.86298e-05
1=-0.875847,0.43942,2.10836e-06
2=0.906694,-5.12085,0.000951642
0=-0.00361103,0.00731666,1.863e-05
1=-0.879399,0.432107,2.56186e-06
2=0.910041,-5.12008,0.00087357
0=-0.00361085,0.00731565,1.86302e-05
1=-0.882891,0.424764,3.0167e-06
2=0.913388,-5.11931,0.000795498
0=-0.00361067,0.00731463,1.86303e-05
1=-0.886324,0.417391,3.47281e-06
2=0.916734,-5.11854,0.000717426
0=-0.00361049,0.00731362,1.86304e-05
1=-0.889697,0.409989,3.93014e-06
2=0.92008,-5.11777,0.000639353
0=-0.00361031,0.00731261,1.86306e-05
1=-0.893011,0.402559,4.38866e-06
2=0.923426,-5.11699,0.00056128
0=-0.00361013,0.0073116,1.86307e-05
1=-0.896264,0.395101,4.84829e-06
2=0.926771,-5.11622,0.000483206
0=-0.00360994,0.00731059,1.86308e-05
1=-0.899457,0.387615,5.30899e-06
2=0.930116,-5.11544,0.000405133
0=-0.00360976,0.00730958,1.86308e-05
1=-0.90259,0.380103,5.77071e-06
2=0.93346,-5.11465,0.000327059
0=-0.00360957,0.00730857,1.86309e-05
1=-0.905662,0.372564,6.2334e-06
2=0.936804,-5.11387,0.000248985
0=-0.00360939,0.00730757,1.8631e-05
1=-0.908673,0.364998,6.69699e-06
2=0.940147,-5.11308,0.000170911
0=-0.0036092,0.00730656,1.8631e-05
1=-0.911623,0.357408,7.16144e-06
2=0.943491,-5.1123,9.2837e-05
0=-0.00360902,0.00730555,1.8631e-05
1=-0.914512,0.349792,7.6267e-06
2=0.946833,-5.1115,1.47629e-05
0=-0.00360883,0.00730454,1.8631e-05
1=-0.91734,0.342152,8.0927e-06
2=0.950176,-5.11071,-6.33112e-05
0=-0.00360864,0.00730353,1.8631e-05
1=-0.920105,0.334488,8.55941e-06
2=0.953517,-5.10992,-0.000141385
0=-0.00360845,0.00730252,1.86309e-05
1=-0.922809,0.3268,9.02675e-06
2=0.956859,-5.10912,-0.000219459
0=-0.00360826,0.00730151,1.86309e-05
1=-0.92545,0.319089,9.49468e-06
2=0.9602,-5.10832,-0.000297533
0=-0.00360807,0.0073005,1.86308e-05
1=-0.92803,0.311356,9.96314e-06
2=0.96354,-5.10752,-0.000375607
0=-0.00360788,0.00729949,1.86308e-05
1=-0.930547,0.303601,1.04321e-05
2=0.966881,-5.10671,-0.00045368
0=-0.00360769,0.00729848,1.86307e-05
1=-0.933001,0.295824,1.09014e-05
2=0.97022,-5.10591,-0.000531754
0=-0.0036075,0.00729747,1.86306e-05
1=-0.935393,0.288027,1.13712e-05
2=0.97356,-5.1051,-0.000609827
0=-0.0036073,0.00729646,1.86304e-05
1=-0.937721,0.280209,1.18412e-05
2=0.976899,-5.10429,-0.0006879
0=-0.00360711,0.00729545,1.86303e-05
1=-0.939987,0.272371,1.23115e-05
2=0.980237,-5.10347,-0.000765972
0=-0.00360692,0.00729444,1.86301e-05
1=-0.942189,0.264514,1.2782e-05
2=0.983575,-5.10266,-0.000844045
0=-0.00360672,0.00729343,1.863e-05
1=-0.944328,0.256638,1.32527e-05
2=0.986913,-5.10184,-0.000922116
0=-0.00360653,0.00729243,1.86298e-05
1=-0.946403,0.248744,1.37234e-05
2=0.99025,-5.10102,-0.00100019
0=-0.00360633,0.00729142,1.86296e-05
1=-0.948415,0.240832,1.41942e-05
2=0.993587,-5.1002,-0.00107826
0=-0.00360613,0.00729041,1.86294e-05
1=-0.950363,0.232903,1.46649e-05
2=0.996923,-5.09937,-0.00115633
0=-0.00360594,0.0072894,1.86291e-05
1=-0.952247,0.224957,1.51356e-05
2=1.00026,-5.09855,-0.0012344
0=-0.00360574,0.00728839,1.86289e-05
1=-0.954067,0.216995,1.56062e-05
2=1.00359,-5.09772,-0.00131247
0=-0.00360554,0.00728738,1.86286e-05
1=-0.955822,0.209017,1.60765e-05
2=1.00693,-5.09689,-0.00139054
0=-0.00360534,0.00728637,1.86283e-05
1=-0.957514,0.201024,1.65466e-05
2=1.01026,-5.09605,-0.00146861
0=-0.00360514,0.00728536,1.86281e-05
1=-0.959141,0.193017,1.70164e-05
2=1.0136,-5.09522,-0.00154667
0=-0.00360494,0.00728436,1.86277e-05
1=-0.960703,0.184995,1.74858e-05
2=1.01693,-5.09438,-0.00162474
0=-0.00360474,0.00728335,1.86274e-05
1=-0.962201,0.17696,1.79548e-05
2=1.02026,-5.09354,-0.00170281
0=-0.00360453,0.00728234,1.86271e-05
1=-0.963634,0.168912,1.84233e-05
2=1.0236,-5.0927,-0.00178087
0=-0.00360433,0.00728133,1.86267e-05
1=-0.965002,0.160851,1.88913e-05
2=1.02693,-5.09186,-0.00185894
0=-0.00360413,0.00728032,1.86264e-05
1=-0.966306,0.152779,1.93587e-05
2=1.03026,-5.09101,-0.001937
0=-0.00360392,0.00727932,1.8626e-05
1=-0.967544,0.144695,1.98254e-05
2=1.03359,-5.09016,-0.00201506
0=-0.00360372,0.00727831,1.86256e-05
1=-0.968718,0.1366,2.02914e-05
2=1.03692,-5.08931,-0.00209313
0=-0.00360351,0.0072773,1.86251e-05
1=-0.969826,0.128496,2.07567e-05
2=1.04025,-5.08846,-0.00217119
0=-0.00360331,0.00727629,1.86247e-05
1=-0.970869,0.120381,2.12211e-05
2=1.04358,-5.0876,-0.00224925
0=-0.0036031,0.00727528,1.86243e-05
1=-0.971847,0.112257,2.16847e-05
2=1.04691,-5.08674,-0.00232731
0=-0.00360289,0.00727428,1.86238e-05
1=-0.97276,0.104124,2.21473e-05
2=1.05024,-5.08588,-0.00240536
0=-0.00360268,0.00727327,1.86233e-05
1=-0.973607,0.0959835,2.26088e-05
2=1.05357,-5.08502,-0.00248342
0=-0.00360247,0.00727226,1.86228e-05
1=-0.974389,0.0878351,2.30694e-05
2=1.0569,-5.08415,-0.00256148
0=-0.00360226,0.00727125,1.86223e-05
1=-0.975105,0.0796797,2.35288e-05
2=1.06023,-5.08329,-0.00263953
0=-0.00360205,0.00727025,1.86218e-05
1=-0.975756,0.0715178,2.3987e-05
2=1.06356,-5.08242,-0.00271759
0=-0.00360184,0.00726924,1.86212e-05
1=-0.976342,0.0633499,2.4444e-05
2=1.06688,-5.08155,-0.00279564
0=-0.00360163,0.00726823,1.86207e-05
1=-0.976861,0.0551766,2.48996e-05
2=1.07021,-5.08067,-0.00287369
0=-0.00360142,0.00726722,1.86201e-05
1=-0.977316,0.0469984,2.5354e-05
2=1.07353,-5.0798,-0.00295174
0=-0.00360121,0.00726622,1.86195e-05
1=-0.977704,0.0388159,2.58069e-05
2=1.07686,-5.07892,-0.00302979
0=-0.00360099,0.00726521,1.86189e-05
1=-0.978028,0.0306295,2.62583e-05
2=1.08018,-5.07804,-0.00310784
0=-0.00360078,0.0072642,1.86183e-05
1=-0.978285,0.0224399,2.67081e-05
2=1.08351,-5.07716,-0.00318588
0=-0.00360056,0.0072632,1.86177e-05
1=-0.978477,0.0142476,2.71564e-05
2=1.08683,-5.07627,-0.00326393
0=-0.00360035,0.00726219,1.8617e-05
1=-0.978603,0.0060531,2.7603e-05
2=1.09016,-5.07539,-0.00334197
0=-0.00360013,0.00726118,1.86164e-05
1=-0.978664,-0.00214303,2.80479e-05
2=1.09348,-5.0745,-0.00342001
0=-0.00359991,0.00726018,1.86157e-05
