# Next line: [dim],[# integration points],[years],[dt],[system radius],[planet count],[beta]
3,16000,20,0.00125,10,3,2
# Next lines: [planet ID],[planet name]
0,Sun
1,Earth
2,Jupiter
# Next lines: [planet ID]=[x],[y],[z]
2=0.389997,5.07409,-0.0298331
0=-0.00359839,0.00747757,1.76787e-05
1=-0.998161,-0.029287,-5.74774e-06
2=0.386505,5.07451,-0.0297568
0=-0.00359839,0.00747758,1.76787e-05
1=-0.997855,-0.0371689,-4.94255e-06
2=0.383012,5.07494,-0.0296804
0=-0.00359839,0.0074776,1.76786e-05
1=-0.997487,-0.0450479,-4.13607e-06
2=0.37952,5.07536,-0.029604
0=-0.00359839,0.00747761,1.76785e-05
1=-0.997056,-0.0529235,-3.32833e-06
2=0.376027,5.07578,-0.0295276
0=-0.00359839,0.00747762,1.76785e-05
1=-0.996564,-0.0607954,-2.5194e-06
2=0.372534,5.0762,-0.0294512
0=-0.00359839,0.00747763,1.76784e-05
1=-0.996009,-0.068663,-1.70931e-06
2=0.369041,5.07662,-0.0293748
0=-0.00359839,0.00747764,1.76783e-05
1=-0.995392,-0.0765259,-8.98131e-07
2=0.365547,5.07703,-0.0292984
0=-0.00359839,0.00747765,1.76783e-05
1=-0.994713,-0.0843834,-8.59016e-08
2=0.362054,5.07745,-0.0292219
0=-0.00359839,0.00747766,1.76782e-05
1=-0.993972,-0.0922352,7.27327e-07
2=0.35856,5.07786,-0.0291454
0=-0.00359839,0.00747767,1.76782e-05
1=-0.99317,-0.100081,1.5415e-06
2=0.355066,5.07826,-0.029069
0=-0.00359839,0.00747769,1.76781e-05
1=-0.992305,-0.107919,2.35658e-06
2=0.351572,5.07867,-0.0289925
0=-0.00359839,0.0074777,1.7678e-05
1=-0.991378,-0.115751,3.1725e-06
2=0.348078,5.07907,-0.0289159
0=-0.00359839,0.00747771,1.7678e-05
1=-0.99039,-0.123575,3.98922e-06
2=0.344584,5.07947,-0.0288394
0=-0.00359839,0.00747772,1.76779e-05
1=-0.98934,-0.13139,4.80669e-06
2=0.341089,5.07987,-0.0287629
0=-0.00359838,0.00747773,1.76778e-05
1=-0.988229,-0.139197,5.62485e-06
2=0.337594,5.08026,-0.0286863
0=-0.00359838,0.00747774,1.76778e-05
1=-0.987055,-0.146995,6.44366e-06
2=0.3341,5.08065,-0.0286098
0=-0.00359838,0.00747775,1.76777e-05
1=-0.985821,-0.154783,7.26306e-06
2=0.330605,5.08104,-0.0285332
0=-0.00359838,0.00747777,1.76776e-05
1=-0.984524,-0.162561,8.08301e-06
2=0.327109,5.08143,-0.0284566
0=-0.00359838,0.00747778,1.76776e-05
1=-0.983167,-0.170328,8.90345e-06
2=0.323614,5.08182,-0.02838
0=-0.00359838,0.00747779,1.76775e-05
1=-0.981748,-0.178084,9.72434e-06
2=0.320119,5.0822,-0.0283034
0=-0.00359838,0.0074778,1.76774e-05
1=-0.980268,-0.185829,1.05456e-05
2=0.316623,5.08258,-0.0282268
0=-0.00359838,0.00747781,1.76774e-05
1=-0.978728,-0.193561,1.13672e-05
2=0.313127,5.08296,-0.0281501
0=-0.00359838,0.00747782,1.76773e-05
1=-0.977126,-0.201281,1.21891e-05
2=0.309631,5.08334,-0.0280735
0=-0.00359838,0.00747783,1.76773e-05
1=-0.975463,-0.208987,1.30113e-05
2=0.306135,5.08371,-0.0279968
0=-0.00359838,0.00747784,1.76772e-05
1=-0.97374,-0.216681,1.38336e-05
2=0.302639,5.08408,-0.0279201
0=-0.00359838,0.00747786,1.76771e-05
1=-0.971956,-0.22436,1.46561e-05
2=0.299143,5.08445,-0.0278434
0=-0.00359838,0.00747787,1.76771e-05
1=-0.970111,-0.232024,1.54787e-05
2=0.295646,5.08482,-0.0277667
0=-0.00359838,0.00747788,1.7677e-05
1=-0.968206,-0.239674,1.63013e-05
2=0.292149,5.08518,-0.02769
0=-0.00359838,0.00747789,1.76769e-05
1=-0.966241,-0.247308,1.71239e-05
2=0.288653,5.08554,-0.0276132
0=-0.00359838,0.0074779,1.76769e-05
1=-0.964215,-0.254926,1.79464e-05
2=0.285156,5.0859,-0.0275365
0=-0.00359838,0.00747791,1.76768e-05
1=-0.96213,-0.262528,1.87688e-05
2=0.281659,5.08626,-0.0274597
0=-0.00359837,0.00747792,1.76768e-05
1=-0.959985,-0.270113,1.95911e-05
2=0.278161,5.08661,-0.027383
0=-0.00359837,0.00747793,1.76767e-05
1=-0.95778,-0.277681,2.04131e-05
2=0.274664,5.08696,-0.0273062
0=-0.00359837,0.00747795,1.76766e-05
1=-0.955515,-0.285231,2.12349e-05
2=0.271167,5.08731,-0.0272294
0=-0.00359837,0.00747796,1.76766e-05
1=-0.953191,-0.292762,2.20563e-05
2=0.267669,5.08766,-0.0271526
0=-0.00359837,0.00747797,1.76765e-05
1=-0.950808,-0.300275,2.28774e-05
2=0.264171,5.08801,-0.0270757
0=-0.00359837,0.00747798,1.76765e-05
1=-0.948365,-0.307768,2.36981e-05
2=0.260673,5.08835,-0.0269989
0=-0.00359837,0.00747799,1.76764e-05
1=-0.945864,-0.315242,2.45183e-05
2=0.257176,5.08869,-0.0269221
0=-0.00359837,0.007478,1.76763e-05
1=-0.943303,-0.322696,2.53379e-05
2=0.253677,5.08903,-0.0268452
0=-0.00359837,0.00747801,1.76763e-05
1=-0.940685,-0.330129,2.6157e-05
2=0.250179,5.08936,-0.0267683
0=-0.00359837,0.00747802,1.76762e-05
1=-0.938007,-0.337541,2.69755e-05
2=0.246681,5.0897,-0.0266914
0=-0.00359837,0.00747804,1.76762e-05
1=-0.935271,-0.344931,2.77933e-05
2=0.243182,5.09003,-0.0266145
0=-0.00359837,0.00747805,1.76761e-05
1=-0.932477,-0.352299,2.86104e-05
2=0.239684,5.09036,-0.0265376
0=-0.00359837,0.00747806,1.7676e-05
1=-0.929625,-0.359645,2.94267e-05
2=0.236185,5.09068,-0.0264607
0=-0.00359837,0.00747807,1.7676e-05
1=-0.926716,-0.366968,3.02422e-05
2=0.232686,5.091,-0.0263837
0=-0.00359837,0.00747808,1.76759e-05
1=-0.923748,-0.374267,3.10568e-05
2=0.229188,5.09133,-0.0263068
0=-0.00359837,0.00747809,1.76759e-05
1=-0.920724,-0.381543,3.18705e-05
2=0.225689,5.09165,-0.0262298
0=-0.00359837,0.0074781,1.76758e-05
1=-0.917642,-0.388795,3.26832e-05
2=0.222189,5.09196,-0.0261529
0=-0.00359837,0.00747811,1.76758e-05
1=-0.914503,-0.396021,3.34949e-05
2=0.21869,5.09228,-0.0260759
0=-0.00359837,0.00747813,1.76757e-05
1=-0.911307,-0.403223,3.43055e-05
2=0.215191,5.09259,-0.0259989
0=-0.00359837,0.00747814,1.76756e-05
1=-0.908054,-0.410399,3.5115e-05
2=0.211692,5.0929,-0.0259219
0=-0.00359837,0.00747815,1.76756e-05
1=-0.904745,-0.417548,3.59234e-05
2=0.208192,5.0932,-0.0258448
0=-0.00359836,0.00747816,1.76755e-05
1=-0.90138,-0.424671,3.67305e-05
2=0.204692,5.09351,-0.0257678
0=-0.00359836,0.00747817,1.76755e-05
1=-0.897959,-0.431768,3.75363e-05
2=0.201193,5.09381,-0.0256908
0=-0.00359836,0.00747818,1.76754e-05
1=-0.894482,-0.438837,3.83408e-05
2=0.197693,5.09411,-0.0256137
0=-0.00359836,0.00747819,1.76754e-05
1=-0.89095,-0.445878,3.91439e-05
2=0.194193,5.09441,-0.0255366
0=-0.00359836,0.0074782,1.76753e-05
1=-0.887362,-0.45289,3.99456e-05
2=0.190693,5.0947,-0.0254595
0=-0.00359836,0.00747822,1.76752e-05
1=-0.88372,-0.459874,4.07459e-05
2=0.187193,5.095,-0.0253824
0=-0.00359836,0.00747823,1.76752e-05
1=-0.880022,-0.466829,4.15446e-05
2=0.183693,5.09529,-0.0253053
0=-0.00359836,0.00747824,1.76751e-05
1=-0.87627,-0.473755,4.23417e-05
2=0.180192,5.09557,-0.0252282
0=-0.00359836,0.00747825,1.76751e-05
1=-0.872463,-0.48065,4.31373e-05
2=0.176692,5.09586,-0.0251511
0=-0.00359836,0.00747826,1.7675e-05
1=-0.868602,-0.487515,4.39311e-05
2=0.173192,5.09614,-0.0250739
0=-0.00359836,0.00747827,1.7675e-05
1=-0.864687,-0.494349,4.47233e-05
2=0.169691,5.09642,-0.0249968
0=-0.00359836,0.00747828,1.76749e-05
1=-0.860719,-0.501151,4.55136e-05
2=0.16619,5.0967,-0.0249196
0=-0.00359836,0.00747829,1.76748e-05
1=-0.856697,-0.507922,4.63022e-05
2=0.16269,5.09698,-0.0248424
0=-0.00359836,0.00747831,1.76748e-05
1=-0.852622,-0.514661,4.70889e-05
2=0.159189,5.09725,-0.0247653
0=-0.00359836,0.00747832,1.76747e-05
1=-0.848494,-0.521367,4.78737e-05
2=0.155688,5.09752,-0.0246881
0=-0.00359836,0.00747833,1.76747e-05
1=-0.844314,-0.528041,4.86565e-05
2=0.152187,5.09779,-0.0246108
0=-0.00359836,0.00747834,1.76746e-05
1=-0.840081,-0.534681,4.94374e-05
2=0.148686,5.09806,-0.0245336
0=-0.00359836,0.00747835,1.76746e-05
1=-0.835796,-0.541287,5.02161e-05
2=0.145185,5.09832,-0.0244564
0=-0.00359836,0.00747836,1.76745e-05
1=-0.831459,-0.547859,5.09928e-05
2=0.141684,5.09858,-0.0243791
0=-0.00359836,0.00747837,1.76745e-05
1=-0.827071,-0.554396,5.17673e-05
2=0.138183,5.09884,-0.0243019
0=-0.00359836,0.00747838,1.76744e-05
1=-0.822631,-0.560899,5.25396e-05
2=0.134682,5.0991,-0.0242246
0=-0.00359836,0.0074784,1.76744e-05
1=-0.818141,-0.567366,5.33097e-05
2=0.13118,5.09936,-0.0241473
0=-0.00359836,0.00747841,1.76743e-05
1=-0.813599,-0.573797,5.40775e-05
2=0.127679,5.09961,-0.02407
0=-0.00359836,0.00747842,1.76742e-05
1=-0.809008,-0.580192,5.48429e-05
2=0.124178,5.09986,-0.0239927
0=-0.00359836,0.00747843,1.76742e-05
1=-0.804366,-0.58655,5.5606e-05
2=0.120676,5.1001,-0.0239154
0=-0.00359836,0.00747844,1.76741e-05
1=-0.799674,-0.592872,5.63666e-05
2=0.117174,5.10035,-0.0238381
0=-0.00359836,0.00747845,1.76741e-05
1=-0.794933,-0.599156,5.71247e-05
2=0.113673,5.10059,-0.0237608
0=-0.00359836,0.00747846,1.7674e-05
1=-0.790142,-0.605402,5.78803e-05
2=0.110171,5.10083,-0.0236834
0=-0.00359836,0.00747847,1.7674e-05
1=-0.785303,-0.61161,5.86334e-05
2=0.106669,5.10107,-0.0236061
0=-0.00359836,0.00747849,1.76739e-05
1=-0.780415,-0.61778,5.93838e-05
2=0.103168,5.10131,-0.0235287
0=-0.00359836,0.0074785,1.76739e-05
1=-0.775479,-0.62391,6.01315e-05
2=0.0996659,5.10154,-0.0234513
0=-0.00359836,0.00747851,1.76738e-05
1=-0.770494,-0.630002,6.08766e-05
2=0.096164,5.10177,-0.0233739
0=-0.00359836,0.00747852,1.76738e-05
1=-0.765462,-0.636053,6.16188e-05
2=0.0926621,5.102,-0.0232965
0=-0.00359836,0.00747853,1.76737e-05
1=-0.760383,-0.642065,6.23583e-05
2=0.0891601,5.10223,-0.0232191
0=-0.00359836,0.00747854,1.76737e-05
1=-0.755256,-0.648036,6.30949e-05
2=0.0856581,5.10245,-0.0231417
0=-0.00359836,0.00747855,1.76736e-05
1=-0.750083,-0.653967,6.38287e-05
2=0.082156,5.10267,-0.0230642
0=-0.00359836,0.00747856,1.76736e-05
1=-0.744863,-0.659856,6.45595e-05
2=0.078654,5.10289,-0.0229868
0=-0.00359836,0.00747858,1.76735e-05
1=-0.739597,-0.665704,6.52873e-05
2=0.0751518,5.10311,-0.0229093
0=-0.00359836,0.00747859,1.76735e-05
1=-0.734286,-0.67151,6.60121e-05
2=0.0716497,5.10332,-0.0228319
0=-0.00359836,0.0074786,1.76734e-05
1=-0.728929,-0.677274,6.67338e-05
2=0.0681475,5.10353,-0.0227544
0=-0.00359836,0.00747861,1.76734e-05
1=-0.723527,-0.682995,6.74524e-05
2=0.0646452,5.10374,-0.0226769
0=-0.00359836,0.00747862,1.76733e-05
1=-0.71808,-0.688673,6.81678e-05
2=0.061143,5.10395,-0.0225994
0=-0.00359836,0.00747863,1.76733e-05
1=-0.712589,-0.694308,6.888e-05
2=0.0576407,5.10415,-0.0225219
0=-0.00359836,0.00747864,1.76732e-05
1=-0.707053,-0.6999,6.9589e-05
2=0.0541383,5.10436,-0.0224444
0=-0.00359836,0.00747865,1.76732e-05
1=-0.701474,-0.705447,7.02947e-05
2=0.050636,5.10456,-0.0223668
0=-0.00359836,0.00747867,1.76731e-05
1=-0.695852,-0.71095,7.09971e-05
2=0.0471336,5.10475,-0.0222893
0=-0.00359836,0.00747868,1.76731e-05
1=-0.690187,-0.716409,7.1696e-05
2=0.0436312,5.10495,-0.0222117
0=-0.00359836,0.00747869,1.7673e-05
1=-0.684479,-0.721822,7.23916e-05
2=0.0401288,5.10514,-0.0221342
0=-0.00359835,0.0074787,1.7673e-05
1=-0.678729,-0.72719,7.30837e-05
2=0.0366263,5.10533,-0.0220566
0=-0.00359835,0.00747871,1.76729e-05
1=-0.672936,-0.732513,7.37723e-05
2=0.0331239,5.10552,-0.021979
0=-0.00359835,0.00747872,1.76729e-05
1=-0.667103,-0.737789,7.44573e-05
2=0.0296214,5.10571,-0.0219014
0=-0.00359835,0.00747873,1.76728e-05
1=-0.661228,-0.74302,7.51388e-05
2=0.0261189,5.10589,-0.0218238
0=-0.00359835,0.00747874,1.76728e-05
1=-0.655312,-0.748203,7.58166e-05
2=0.0226164,5.10607,-0.0217462
0=-0.00359835,0.00747876,1.76727e-05
1=-0.649356,-0.75334,7.64907e-05
2=0.0191139,5.10625,-0.0216686
0=-0.00359835,0.00747877,1.76727e-05
1=-0.64336,-0.758429,7.71612e-05
2=0.0156113,5.10643,-0.021591
0=-0.00359835,0.00747878,1.76726e-05
1=-0.637323,-0.763471,7.78279e-05
2=0.0121088,5.1066,-0.0215133
0=-0.00359835,0.00747879,1.76726e-05
1=-0.631248,-0.768465,7.84908e-05
2=0.00860624,5.10677,-0.0214357
0=-0.00359836,0.0074788,1.76725e-05
1=-0.625134,-0.773411,7.91498e-05
2=0.00510369,5.10694,-0.021358
0=-0.00359836,0.00747881,1.76725e-05
1=-0.618981,-0.778309,7.9805e-05
2=0.00160113,5.10711,-0.0212803
0=-0.00359836,0.00747882,1.76724e-05
1=-0.61279,-0.783157,8.04562e-05
2=-0.00190143,5.10727,-0.0212026
0=-0.00359836,0.00747883,1.76724e-05
1=-0.606561,-0.787957,8.11036e-05
2=-0.00540399,5.10743,-0.0211249
0=-0.00359836,0.00747884,1.76724e-05
1=-0.600295,-0.792707,8.17469e-05
2=-0.00890655,5.10759,-0.0210472
0=-0.00359836,0.00747886,1.76723e-05
1=-0.593992,-0.797408,8.23861e-05
2=-0.0124091,5.10775,-0.0209695
0=-0.00359836,0.00747887,1.76723e-05
1=-0.587652,-0.802058,8.30214e-05
2=-0.0159117,5.10791,-0.0208918
0=-0.00359836,0.00747888,1.76722e-05
1=-0.581276,-0.806659,8.36525e-05
2=-0.0194142,5.10806,-0.0208141
0=-0.00359836,0.00747889,1.76722e-05
1=-0.574864,-0.811209,8.42794e-05
2=-0.0229168,5.10821,-0.0207363
0=-0.00359836,0.0074789,1.76721e-05
1=-0.568416,-0.815708,8.49022e-05
2=-0.0264193,5.10836,-0.0206586
0=-0.00359836,0.00747891,1.76721e-05
1=-0.561934,-0.820156,8.55207e-05
2=-0.0299218,5.1085,-0.0205808
0=-0.00359836,0.00747892,1.7672e-05
1=-0.555417,-0.824553,8.6135e-05
2=-0.0334243,5.10865,-0.020503
0=-0.00359836,0.00747893,1.7672e-05
1=-0.548866,-0.828898,8.67449e-05
2=-0.0369268,5.10879,-0.0204253
0=-0.00359836,0.00747895,1.76719e-05
1=-0.542281,-0.833191,8.73506e-05
2=-0.0404293,5.10892,-0.0203475
0=-0.00359836,0.00747896,1.76719e-05
1=-0.535663,-0.837433,8.79518e-05
2=-0.0439318,5.10906,-0.0202697
0=-0.00359836,0.00747897,1.76718e-05
1=-0.529011,-0.841622,8.85487e-05
2=-0.0474342,5.10919,-0.0201919
0=-0.00359836,0.00747898,1.76718e-05
1=-0.522327,-0.845758,8.91411e-05
2=-0.0509366,5.10933,-0.020114
0=-0.00359836,0.00747899,1.76718e-05
1=-0.515611,-0.849841,8.9729e-05
2=-0.054439,5.10945,-0.0200362
0=-0.00359836,0.007479,1.76717e-05
1=-0.508864,-0.853871,9.03124e-05
2=-0.0579414,5.10958,-0.0199584
0=-0.00359836,0.00747901,1.76717e-05
1=-0.502085,-0.857848,9.08912e-05
2=-0.0614437,5.1097,-0.0198805
0=-0.00359836,0.00747902,1.76716e-05
1=-0.495275,-0.861771,9.14654e-05
2=-0.0649461,5.10983,-0.0198027
0=-0.00359836,0.00747903,1.76716e-05
1=-0.488434,-0.865641,9.20351e-05
2=-0.0684484,5.10995,-0.0197248
0=-0.00359836,0.00747905,1.76715e-05
1=-0.481564,-0.869456,9.26e-05
2=-0.0719506,5.11006,-0.0196469
0=-0.00359836,0.00747906,1.76715e-05
1=-0.474664,-0.873217,9.31603e-05
2=-0.0754529,5.11018,-0.0195691
0=-0.00359836,0.00747907,1.76715e-05
1=-0.467735,-0.876924,9.37159e-05
2=-0.0789551,5.11029,-0.0194912
0=-0.00359836,0.00747908,1.76714e-05
1=-0.460777,-0.880575,9.42666e-05
2=-0.0824572,5.1104,-0.0194133
0=-0.00359836,0.00747909,1.76714e-05
1=-0.453791,-0.884172,9.48126e-05
2=-0.0859594,5.11051,-0.0193354
0=-0.00359836,0.0074791,1.76713e-05
1=-0.446777,-0.887713,9.53538e-05
2=-0.0894615,5.11061,-0.0192574
0=-0.00359836,0.00747911,1.76713e-05
1=-0.439735,-0.8912,9.58901e-05
2=-0.0929635,5.11072,-0.0191795
0=-0.00359836,0.00747912,1.76712e-05
1=-0.432667,-0.89463,9.64215e-05
2=-0.0964655,5.11082,-0.0191016
0=-0.00359836,0.00747914,1.76712e-05
1=-0.425572,-0.898005,9.6948e-05
2=-0.0999675,5.11091,-0.0190236
0=-0.00359836,0.00747915,1.76712e-05
1=-0.41845,-0.901323,9.74695e-05
2=-0.103469,5.11101,-0.0189457
0=-0.00359836,0.00747916,1.76711e-05
1=-0.411304,-0.904585,9.79861e-05
2=-0.106971,5.1111,-0.0188677
0=-0.00359836,0.00747917,1.76711e-05
1=-0.404132,-0.907791,9.84976e-05
2=-0.110473,5.11119,-0.0187897
0=-0.00359836,0.00747918,1.7671e-05
1=-0.396935,-0.91094,9.9004e-05
2=-0.113975,5.11128,-0.0187118
0=-0.00359836,0.00747919,1.7671e-05
1=-0.389714,-0.914033,9.95054e-05
2=-0.117477,5.11137,-0.0186338
0=-0.00359836,0.0074792,1.76709e-05
1=-0.382469,-0.917068,0.000100002
2=-0.120978,5.11145,-0.0185558
0=-0.00359836,0.00747921,1.76709e-05
1=-0.3752,-0.920047,0.000100493
2=-0.12448,5.11153,-0.0184778
0=-0.00359836,0.00747922,1.76709e-05
1=-0.367909,-0.922967,0.000100979
2=-0.127981,5.11161,-0.0183997
0=-0.00359836,0.00747924,1.76708e-05
1=-0.360595,-0.925831,0.00010146
2=-0.131483,5.11169,-0.0183217
0=-0.00359836,0.00747925,1.76708e-05
1=-0.353259,-0.928636,0.000101935
2=-0.134984,5.11176,-0.0182437
0=-0.00359836,0.00747926,1.76707e-05
1=-0.345901,-0.931384,0.000102405
2=-0.138486,5.11184,-0.0181656
0=-0.00359836,0.00747927,1.76707e-05
1=-0.338522,-0.934074,0.00010287
2=-0.141987,5.11191,-0.0180876
0=-0.00359836,0.00747928,1.76707e-05
1=-0.331123,-0.936705,0.00010333
2=-0.145488,5.11197,-0.0180095
0=-0.00359836,0.00747929,1.76706e-05
1=-0.323703,-0.939278,0.000103784
2=-0.14899,5.11204,-0.0179315
0=-0.00359836,0.0074793,1.76706e-05
1=-0.316264,-0.941793,0.000104233
2=-0.152491,5.1121,-0.0178534
0=-0.00359836,0.00747931,1.76705e-05
1=-0.308805,-0.944249,0.000104677
2=-0.155992,5.11216,-0.0177753
0=-0.00359836,0.00747932,1.76705e-05
1=-0.301327,-0.946646,0.000105115
2=-0.159493,5.11222,-0.0176972
0=-0.00359836,0.00747934,1.76705e-05
1=-0.293831,-0.948984,0.000105548
2=-0.162994,5.11227,-0.0176191
0=-0.00359837,0.00747935,1.76704e-05
1=-0.286317,-0.951263,0.000105975
2=-0.166495,5.11233,-0.017541
0=-0.00359837,0.00747936,1.76704e-05
1=-0.278785,-0.953483,0.000106397
2=-0.169995,5.11238,-0.0174629
0=-0.00359837,0.00747937,1.76704e-05
1=-0.271237,-0.955643,0.000106813
2=-0.173496,5.11243,-0.0173848
0=-0.00359837,0.00747938,1.76703e-05
1=-0.263672,-0.957744,0.000107224
2=-0.176997,5.11247,-0.0173067
0=-0.00359837,0.00747939,1.76703e-05
1=-0.256091,-0.959785,0.000107629
2=-0.180497,5.11252,-0.0172285
0=-0.00359837,0.0074794,1.76702e-05
1=-0.248494,-0.961767,0.000108028
2=-0.183998,5.11256,-0.0171504
0=-0.00359837,0.00747941,1.76702e-05
1=-0.240882,-0.963688,0.000108422
2=-0.187498,5.1126,-0.0170722
0=-0.00359837,0.00747942,1.76702e-05
1=-0.233256,-0.96555,0.00010881
2=-0.190998,5.11263,-0.016994
0=-0.00359837,0.00747944,1.76701e-05
1=-0.225615,-0.967352,0.000109193
2=-0.194498,5.11267,-0.0169159
0=-0.00359837,0.00747945,1.76701e-05
1=-0.217961,-0.969093,0.00010957
2=-0.197999,5.1127,-0.0168377
0=-0.00359837,0.00747946,1.76701e-05
1=-0.210294,-0.970775,0.000109941
2=-0.201499,5.11273,-0.0167595
0=-0.00359837,0.00747947,1.767e-05
1=-0.202613,-0.972395,0.000110306
2=-0.204998,5.11276,-0.0166813
0=-0.00359837,0.00747948,1.767e-05
1=-0.194921,-0.973956,0.000110666
2=-0.208498,5.11278,-0.0166031
0=-0.00359837,0.00747949,1.76699e-05
1=-0.187216,-0.975455,0.000111019
2=-0.211998,5.1128,-0.0165249
0=-0.00359837,0.0074795,1.76699e-05
1=-0.179501,-0.976894,0.000111368
2=-0.215498,5.11282,-0.0164467
0=-0.00359837,0.00747951,1.76699e-05
1=-0.171774,-0.978273,0.00011171
2=-0.218997,5.11284,-0.0163685
0=-0.00359837,0.00747953,1.76698e-05
1=-0.164037,-0.97959,0.000112046
2=-0.222497,5.11286,-0.0162902
0=-0.00359837,0.00747954,1.76698e-05
1=-0.15629,-0.980847,0.000112377
2=-0.225996,5.11287,-0.016212
0=-0.00359837,0.00747955,1.76698e-05
1=-0.148534,-0.982043,0.000112701
2=-0.229495,5.11288,-0.0161337
0=-0.00359837,0.00747956,1.76697e-05
1=-0.140769,-0.983177,0.00011302
2=-0.232994,5.11289,-0.0160555
0=-0.00359837,0.00747957,1.76697e-05
1=-0.132995,-0.984251,0.000113333
2=-0.236493,5.11289,-0.0159772
0=-0.00359837,0.00747958,1.76697e-05
1=-0.125214,-0.985263,0.00011364
2=-0.239992,5.1129,-0.0158989
0=-0.00359838,0.00747959,1.76696e-05
1=-0.117425,-0.986214,0.000113941
2=-0.243491,5.1129,-0.0158207
0=-0.00359838,0.0074796,1.76696e-05
1=-0.109628,-0.987104,0.000114235
2=-0.24699,5.1129,-0.0157424
0=-0.00359838,0.00747961,1.76696e-05
1=-0.101826,-0.987932,0.000114524
2=-0.250488,5.11289,-0.0156641
0=-0.00359838,0.00747963,1.76695e-05
1=-0.094017,-0.9887,0.000114807
2=-0.253987,5.11289,-0.0155858
0=-0.00359838,0.00747964,1.76695e-05
1=-0.0862027,-0.989405,0.000115084
2=-0.257485,5.11288,-0.0155075
0=-0.00359838,0.00747965,1.76695e-05
1=-0.0783833,-0.99005,0.000115355
2=-0.260983,5.11287,-0.0154292
0=-0.00359838,0.00747966,1.76694e-05
1=-0.0705593,-0.990632,0.00011562
2=-0.264482,5.11286,-0.0153509
0=-0.00359838,0.00747967,1.76694e-05
1=-0.0627312,-0.991154,0.000115879
2=-0.26798,5.11284,-0.0152725
0=-0.00359838,0.00747968,1.76693e-05
1=-0.0548994,-0.991613,0.000116131
2=-0.271477,5.11282,-0.0151942
0=-0.00359838,0.00747969,1.76693e-05
1=-0.0470645,-0.992012,0.000116378
2=-0.274975,5.1128,-0.0151158
0=-0.00359838,0.0074797,1.76693e-05
1=-0.0392269,-0.992348,0.000116618
2=-0.278473,5.11278,-0.0150375
0=-0.00359838,0.00747971,1.76692e-05
1=-0.0313871,-0.992623,0.000116852
2=-0.28197,5.11276,-0.0149591
0=-0.00359838,0.00747972,1.76692e-05
1=-0.0235456,-0.992836,0.00011708
2=-0.285468,5.11273,-0.0148808
0=-0.00359838,0.00747974,1.76692e-05
1=-0.0157028,-0.992988,0.000117302
2=-0.288965,5.1127,-0.0148024
0=-0.00359838,0.00747975,1.76692e-05
1=-0.00785937,-0.993078,0.000117518
2=-0.292462,5.11267,-0.014724
0=-0.00359838,0.00747976,1.76691e-05
1=-1.56268e-05,-0.993107,0.000117728
2=-0.295959,5.11263,-0.0146457
0=-0.00359838,0.00747977,1.76691e-05
1=0.00782789,-0.993073,0.000117931
2=-0.299456,5.1126,-0.0145673
0=-0.00359839,0.00747978,1.76691e-05
1=0.0156707,-0.992979,0.000118128
2=-0.302953,5.11256,-0.0144889
0=-0.00359839,0.00747979,1.7669e-05
1=0.0235123,-0.992822,0.000118319
2=-0.306449,5.11252,-0.0144105
0=-0.00359839,0.0074798,1.7669e-05
1=0.0313523,-0.992604,0.000118504
2=-0.309946,5.11247,-0.014332
0=-0.00359839,0.00747981,1.7669e-05
1=0.0391901,-0.992325,0.000118682
2=-0.313442,5.11243,-0.0142536
0=-0.00359839,0.00747982,1.76689e-05
1=0.0470253,-0.991984,0.000118855
2=-0.316938,5.11238,-0.0141752
0=-0.00359839,0.00747984,1.76689e-05
1=0.0548573,-0.991581,0.000119021
2=-0.320434,5.11233,-0.0140968
0=-0.00359839,0.00747985,1.76689e-05
1=0.0626858,-0.991117,0.00011918
2=-0.32393,5.11228,-0.0140183
0=-0.00359839,0.00747986,1.76688e-05
1=0.0705102,-0.990591,0.000119334
2=-0.327426,5.11222,-0.0139399
0=-0.00359839,0.00747987,1.76688e-05
1=0.07833,-0.990004,0.000119481
2=-0.330921,5.11216,-0.0138614
0=-0.00359839,0.00747988,1.76688e-05
1=0.0861447,-0.989356,0.000119622
2=-0.334417,5.1121,-0.013783
0=-0.00359839,0.00747989,1.76687e-05
1=0.093954,-0.988646,0.000119756
2=-0.337912,5.11204,-0.0137045
0=-0.00359839,0.0074799,1.76687e-05
1=0.101757,-0.987875,0.000119884
2=-0.341407,5.11198,-0.0136261
0=-0.00359839,0.00747991,1.76687e-05
1=0.109554,-0.987042,0.000120006
2=-0.344902,5.11191,-0.0135476
0=-0.00359839,0.00747992,1.76687e-05
1=0.117344,-0.986149,0.000120122
2=-0.348397,5.11184,-0.0134691
0=-0.0035984,0.00747994,1.76686e-05
1=0.125126,-0.985194,0.000120231
2=-0.351891,5.11177,-0.0133906
0=-0.0035984,0.00747995,1.76686e-05
1=0.132901,-0.984178,0.000120334
2=-0.355386,5.11169,-0.0133121
0=-0.0035984,0.00747996,1.76686e-05
1=0.140667,-0.983102,0.00012043
2=-0.35888,5.11162,-0.0132336
0=-0.0035984,0.00747997,1.76685e-05
1=0.148424,-0.981964,0.00012052
2=-0.362374,5.11154,-0.0131551
0=-0.0035984,0.00747998,1.76685e-05
1=0.156172,-0.980766,0.000120604
2=-0.365868,5.11146,-0.0130766
0=-0.0035984,0.00747999,1.76685e-05
