# Next line: [dim],[# integration points],[years],[dt],[system radius],[planet count],[beta]
3,16000,20,0.00125,10,3,2
# Next lines: [planet ID],[planet name]
0,Sun
1,Earth
2,Jupiter
# Next lines: [planet ID]=[x],[y],[z]
0=-0.00363102,0.00747699,1.84113e-05
1=-0.310563,0.941339,-3.34198e-05
2=0.583736,-5.18396,0.00843965
0=-0.00363102,0.00747698,1.84114e-05
1=-0.318138,0.93882,-3.34459e-05
2=0.587115,-5.18341,0.00836177
0=-0.00363102,0.00747697,1.84114e-05
1=-0.325693,0.936241,-3.34686e-05
2=0.590493,-5.18286,0.00828389
0=-0.00363102,0.00747696,1.84114e-05
1=-0.333228,0.933602,-3.34879e-05
2=0.593871,-5.1823,0.008206
0=-0.00363102,0.00747695,1.84114e-05
1=-0.34074,0.930902,-3.35038e-05
2=0.597249,-5.18174,0.00812811
0=-0.00363101,0.00747694,1.84114e-05
1=-0.348231,0.928143,-3.35164e-05
2=0.600626,-5.18118,0.00805022
0=-0.00363101,0.00747693,1.84114e-05
1=-0.355699,0.925323,-3.35255e-05
2=0.604004,-5.18062,0.00797233
0=-0.00363101,0.00747692,1.84115e-05
1=-0.363145,0.922444,-3.35313e-05
2=0.607381,-5.18006,0.00789443
0=-0.00363101,0.00747691,1.84115e-05
1=-0.370567,0.919506,-3.35336e-05
2=0.610757,-5.17949,0.00781652
0=-0.00363101,0.0074769,1.84115e-05
1=-0.377966,0.916508,-3.35326e-05
2=0.614134,-5.17892,0.00773862
0=-0.00363101,0.00747689,1.84115e-05
1=-0.38534,0.913451,-3.35282e-05
2=0.61751,-5.17835,0.00766071
0=-0.00363101,0.00747688,1.84115e-05
1=-0.392689,0.910336,-3.35204e-05
2=0.620886,-5.17778,0.00758279
0=-0.00363101,0.00747687,1.84115e-05
1=-0.400013,0.907162,-3.35092e-05
2=0.624261,-5.1772,0.00750488
0=-0.003631,0.00747686,1.84116e-05
1=-0.407311,0.903929,-3.34946e-05
2=0.627637,-5.17662,0.00742696
0=-0.003631,0.00747685,1.84116e-05
1=-0.414583,0.900638,-3.34766e-05
2=0.631012,-5.17604,0.00734903
0=-0.003631,0.00747684,1.84116e-05
1=-0.421829,0.897289,-3.34552e-05
2=0.634386,-5.17546,0.00727111
0=-0.003631,0.00747682,1.84116e-05
1=-0.429047,0.893883,-3.34305e-05
2=0.637761,-5.17488,0.00719318
0=-0.003631,0.00747681,1.84116e-05
1=-0.436238,0.890419,-3.34023e-05
2=0.641135,-5.17429,0.00711525
0=-0.003631,0.0074768,1.84116e-05
1=-0.4434,0.886897,-3.33708e-05
2=0.644509,-5.1737,0.00703731
0=-0.003631,0.00747679,1.84116e-05
1=-0.450534,0.883319,-3.33359e-05
2=0.647883,-5.17311,0.00695937
0=-0.003631,0.00747678,1.84117e-05
1=-0.457639,0.879683,-3.32977e-05
2=0.651256,-5.17252,0.00688143
0=-0.00363099,0.00747677,1.84117e-05
1=-0.464715,0.875992,-3.3256e-05
2=0.654629,-5.17192,0.00680349
0=-0.00363099,0.00747676,1.84117e-05
1=-0.471761,0.872243,-3.3211e-05
2=0.658002,-5.17132,0.00672554
0=-0.00363099,0.00747675,1.84117e-05
1=-0.478776,0.868439,-3.31626e-05
2=0.661375,-5.17072,0.00664759
0=-0.00363099,0.00747674,1.84117e-05
1=-0.48576,0.864579,-3.31109e-05
2=0.664747,-5.17012,0.00656964
0=-0.00363099,0.00747673,1.84117e-05
1=-0.492713,0.860663,-3.30558e-05
2=0.668119,-5.16951,0.00649168
0=-0.00363099,0.00747672,1.84117e-05
1=-0.499635,0.856691,-3.29973e-05
2=0.67149,-5.16891,0.00641372
0=-0.00363099,0.00747671,1.84118e-05
1=-0.506524,0.852665,-3.29355e-05
2=0.674862,-5.1683,0.00633576
0=-0.00363099,0.0074767,1.84118e-05
1=-0.513381,0.848584,-3.28704e-05
2=0.678233,-5.16769,0.0062578
0=-0.00363098,0.00747669,1.84118e-05
1=-0.520204,0.844448,-3.28019e-05
2=0.681604,-5.16707,0.00617983
0=-0.00363098,0.00747668,1.84118e-05
1=-0.526995,0.840258,-3.27301e-05
2=0.684974,-5.16646,0.00610186
0=-0.00363098,0.00747667,1.84118e-05
1=-0.533751,0.836014,-3.26549e-05
2=0.688344,-5.16584,0.00602389
0=-0.00363098,0.00747666,1.84118e-05
1=-0.540473,0.831717,-3.25764e-05
2=0.691714,-5.16522,0.00594591
0=-0.00363098,0.00747664,1.84118e-05
1=-0.54716,0.827365,-3.24946e-05
2=0.695084,-5.1646,0.00586793
0=-0.00363098,0.00747663,1.84118e-05
1=-0.553812,0.822961,-3.24095e-05
2=0.698453,-5.16397,0.00578995
0=-0.00363098,0.00747662,1.84119e-05
1=-0.560428,0.818504,-3.23211e-05
2=0.701822,-5.16334,0.00571197
0=-0.00363097,0.00747661,1.84119e-05
1=-0.567008,0.813994,-3.22293e-05
2=0.705191,-5.16271,0.00563399
0=-0.00363097,0.0074766,1.84119e-05
1=-0.573551,0.809432,-3.21343e-05
2=0.708559,-5.16208,0.005556
0=-0.00363097,0.00747659,1.84119e-05
1=-0.580058,0.804818,-3.2036e-05
2=0.711927,-5.16145,0.00547801
0=-0.00363097,0.00747658,1.84119e-05
1=-0.586527,0.800153,-3.19344e-05
2=0.715295,-5.16081,0.00540002
0=-0.00363097,0.00747657,1.84119e-05
1=-0.592959,0.795436,-3.18296e-05
2=0.718662,-5.16017,0.00532202
0=-0.00363097,0.00747656,1.84119e-05
1=-0.599352,0.790668,-3.17214e-05
2=0.722029,-5.15953,0.00524403
0=-0.00363097,0.00747655,1.84119e-05
1=-0.605707,0.785849,-3.161e-05
2=0.725396,-5.15889,0.00516603
0=-0.00363096,0.00747654,1.84119e-05
1=-0.612023,0.78098,-3.14954e-05
2=0.728763,-5.15825,0.00508803
0=-0.00363096,0.00747653,1.8412e-05
1=-0.618299,0.776061,-3.13775e-05
2=0.732129,-5.1576,0.00501002
0=-0.00363096,0.00747652,1.8412e-05
1=-0.624536,0.771092,-3.12564e-05
2=0.735495,-5.15695,0.00493202
0=-0.00363096,0.00747651,1.8412e-05
1=-0.630733,0.766074,-3.1132e-05
2=0.73886,-5.1563,0.00485401
0=-0.00363096,0.0074765,1.8412e-05
1=-0.636889,0.761006,-3.10044e-05
2=0.742225,-5.15564,0.004776
0=-0.00363096,0.00747649,1.8412e-05
1=-0.643004,0.75589,-3.08737e-05
2=0.74559,-5.15499,0.00469799
0=-0.00363096,0.00747648,1.8412e-05
1=-0.649077,0.750725,-3.07397e-05
2=0.748955,-5.15433,0.00461997
0=-0.00363095,0.00747646,1.8412e-05
1=-0.655109,0.745513,-3.06025e-05
2=0.752319,-5.15367,0.00454196
0=-0.00363095,0.00747645,1.8412e-05
1=-0.661099,0.740252,-3.04622e-05
2=0.755683,-5.153,0.00446394
0=-0.00363095,0.00747644,1.8412e-05
1=-0.667046,0.734944,-3.03186e-05
2=0.759047,-5.15234,0.00438592
0=-0.00363095,0.00747643,1.8412e-05
1=-0.672951,0.729589,-3.0172e-05
2=0.76241,-5.15167,0.0043079
0=-0.00363095,0.00747642,1.84121e-05
1=-0.678812,0.724188,-3.00221e-05
2=0.765773,-5.151,0.00422987
0=-0.00363095,0.00747641,1.84121e-05
1=-0.684629,0.71874,-2.98691e-05
2=0.769135,-5.15033,0.00415185
0=-0.00363094,0.0074764,1.84121e-05
1=-0.690403,0.713246,-2.9713e-05
2=0.772498,-5.14966,0.00407382
0=-0.00363094,0.00747639,1.84121e-05
1=-0.696132,0.707707,-2.95538e-05
2=0.775859,-5.14898,0.00399579
0=-0.00363094,0.00747638,1.84121e-05
1=-0.701816,0.702122,-2.93915e-05
2=0.779221,-5.1483,0.00391776
0=-0.00363094,0.00747637,1.84121e-05
1=-0.707455,0.696493,-2.9226e-05
2=0.782582,-5.14762,0.00383973
0=-0.00363094,0.00747636,1.84121e-05
1=-0.713049,0.690819,-2.90575e-05
2=0.785943,-5.14694,0.00376169
0=-0.00363094,0.00747635,1.84121e-05
1=-0.718597,0.6851,-2.88859e-05
2=0.789304,-5.14625,0.00368366
0=-0.00363094,0.00747634,1.84121e-05
1=-0.724099,0.679338,-2.87113e-05
2=0.792664,-5.14556,0.00360562
0=-0.00363093,0.00747633,1.84121e-05
1=-0.729555,0.673533,-2.85336e-05
2=0.796024,-5.14487,0.00352758
0=-0.00363093,0.00747632,1.84121e-05
1=-0.734963,0.667685,-2.83528e-05
2=0.799383,-5.14418,0.00344954
0=-0.00363093,0.00747631,1.84121e-05
1=-0.740325,0.661794,-2.81691e-05
2=0.802742,-5.14349,0.0033715
0=-0.00363093,0.0074763,1.84121e-05
1=-0.745639,0.655861,-2.79823e-05
2=0.806101,-5.14279,0.00329346
0=-0.00363093,0.00747628,1.84122e-05
1=-0.750905,0.649886,-2.77925e-05
2=0.809459,-5.14209,0.00321541
0=-0.00363093,0.00747627,1.84122e-05
1=-0.756123,0.64387,-2.75997e-05
2=0.812818,-5.14139,0.00313737
0=-0.00363092,0.00747626,1.84122e-05
1=-0.761292,0.637813,-2.7404e-05
2=0.816175,-5.14069,0.00305932
0=-0.00363092,0.00747625,1.84122e-05
1=-0.766413,0.631715,-2.72053e-05
2=0.819533,-5.13998,0.00298127
0=-0.00363092,0.00747624,1.84122e-05
1=-0.771484,0.625576,-2.70036e-05
2=0.82289,-5.13927,0.00290322
0=-0.00363092,0.00747623,1.84122e-05
1=-0.776506,0.619398,-2.67991e-05
2=0.826246,-5.13856,0.00282517
0=-0.00363092,0.00747622,1.84122e-05
1=-0.781478,0.613181,-2.65916e-05
2=0.829603,-5.13785,0.00274711
0=-0.00363092,0.00747621,1.84122e-05
1=-0.7864,0.606924,-2.63811e-05
2=0.832959,-5.13714,0.00266906
0=-0.00363091,0.0074762,1.84122e-05
1=-0.791272,0.600629,-2.61678e-05
2=0.836314,-5.13642,0.00259101
0=-0.00363091,0.00747619,1.84122e-05
1=-0.796093,0.594296,-2.59517e-05
2=0.839669,-5.1357,0.00251295
0=-0.00363091,0.00747618,1.84122e-05
1=-0.800863,0.587925,-2.57326e-05
2=0.843024,-5.13498,0.00243489
0=-0.00363091,0.00747617,1.84122e-05
1=-0.805582,0.581517,-2.55108e-05
2=0.846379,-5.13425,0.00235683
0=-0.00363091,0.00747616,1.84122e-05
1=-0.810249,0.575072,-2.5286e-05
2=0.849733,-5.13353,0.00227877
0=-0.00363091,0.00747615,1.84122e-05
1=-0.814865,0.56859,-2.50585e-05
2=0.853086,-5.1328,0.00220071
0=-0.0036309,0.00747614,1.84122e-05
1=-0.819428,0.562072,-2.48282e-05
2=0.85644,-5.13207,0.00212265
0=-0.0036309,0.00747613,1.84122e-05
1=-0.823939,0.555518,-2.45951e-05
2=0.859793,-5.13134,0.00204459
0=-0.0036309,0.00747612,1.84122e-05
1=-0.828397,0.54893,-2.43592e-05
2=0.863145,-5.1306,0.00196653
0=-0.0036309,0.0074761,1.84122e-05
1=-0.832802,0.542306,-2.41206e-05
2=0.866497,-5.12987,0.00188846
0=-0.0036309,0.00747609,1.84122e-05
1=-0.837154,0.535648,-2.38792e-05
2=0.869849,-5.12913,0.0018104
0=-0.0036309,0.00747608,1.84123e-05
1=-0.841452,0.528956,-2.36351e-05
2=0.873201,-5.12839,0.00173233
0=-0.00363089,0.00747607,1.84123e-05
1=-0.845696,0.522231,-2.33883e-05
2=0.876552,-5.12764,0.00165427
0=-0.00363089,0.00747606,1.84123e-05
1=-0.849887,0.515473,-2.31388e-05
2=0.879903,-5.1269,0.0015762
0=-0.00363089,0.00747605,1.84123e-05
1=-0.854023,0.508682,-2.28867e-05
2=0.883253,-5.12615,0.00149813
0=-0.00363089,0.00747604,1.84123e-05
1=-0.858105,0.501859,-2.26318e-05
2=0.886603,-5.1254,0.00142006
0=-0.00363089,0.00747603,1.84123e-05
1=-0.862132,0.495004,-2.23744e-05
2=0.889952,-5.12464,0.001342
0=-0.00363089,0.00747602,1.84123e-05
1=-0.866104,0.488118,-2.21143e-05
2=0.893301,-5.12389,0.00126393
0=-0.00363088,0.00747601,1.84123e-05
1=-0.87002,0.481201,-2.18517e-05
2=0.89665,-5.12313,0.00118586
0=-0.00363088,0.007476,1.84123e-05
1=-0.873881,0.474254,-2.15864e-05
2=0.899999,-5.12237,0.00110779
0=-0.00363088,0.00747599,1.84123e-05
1=-0.877687,0.467276,-2.13186e-05
2=0.903346,-5.12161,0.00102971
0=-0.00363088,0.00747598,1.84123e-05
1=-0.881436,0.46027,-2.10483e-05
2=0.906694,-5.12085,0.000951643
0=-0.00363088,0.00747597,1.84123e-05
1=-0.885129,0.453234,-2.07754e-05
2=0.910041,-5.12008,0.000873571
0=-0.00363087,0.00747596,1.84123e-05
1=-0.888766,0.44617,-2.05e-05
2=0.913388,-5.11931,0.000795499
0=-0.00363087,0.00747595,1.84123e-05
1=-0.892346,0.439078,-2.02221e-05
2=0.916734,-5.11854,0.000717426
0=-0.00363087,0.00747594,1.84123e-05
1=-0.895869,0.431958,-1.99417e-05
2=0.92008,-5.11777,0.000639353
0=-0.00363087,0.00747592,1.84123e-05
1=-0.899335,0.424811,-1.96589e-05
2=0.923426,-5.11699,0.00056128
0=-0.00363087,0.00747591,1.84123e-05
1=-0.902744,0.417637,-1.93737e-05
2=0.926771,-5.11622,0.000483207
0=-0.00363087,0.0074759,1.84123e-05
1=-0.906095,0.410437,-1.9086e-05
2=0.930116,-5.11544,0.000405133
0=-0.00363086,0.00747589,1.84123e-05
1=-0.909389,0.403211,-1.87959e-05
2=0.93346,-5.11466,0.00032706
0=-0.00363086,0.00747588,1.84123e-05
1=-0.912625,0.39596,-1.85035e-05
2=0.936804,-5.11387,0.000248986
0=-0.00363086,0.00747587,1.84123e-05
1=-0.915803,0.388684,-1.82087e-05
2=0.940148,-5.11308,0.000170912
0=-0.00363086,0.00747586,1.84123e-05
1=-0.918923,0.381384,-1.79115e-05
2=0.943491,-5.1123,9.28376e-05
0=-0.00363086,0.00747585,1.84123e-05
1=-0.921984,0.37406,-1.76121e-05
2=0.946833,-5.11151,1.47636e-05
0=-0.00363085,0.00747584,1.84123e-05
1=-0.924986,0.366712,-1.73103e-05
2=0.950176,-5.11071,-6.33105e-05
0=-0.00363085,0.00747583,1.84123e-05
1=-0.92793,0.359342,-1.70063e-05
2=0.953518,-5.10992,-0.000141385
0=-0.00363085,0.00747582,1.84123e-05
1=-0.930815,0.351949,-1.67e-05
2=0.956859,-5.10912,-0.000219459
0=-0.00363085,0.00747581,1.84123e-05
1=-0.933641,0.344534,-1.63914e-05
2=0.9602,-5.10832,-0.000297532
0=-0.00363085,0.0074758,1.84123e-05
1=-0.936407,0.337098,-1.60807e-05
2=0.963541,-5.10752,-0.000375606
0=-0.00363084,0.00747579,1.84123e-05
1=-0.939114,0.32964,-1.57677e-05
2=0.966881,-5.10671,-0.00045368
0=-0.00363084,0.00747578,1.84123e-05
1=-0.941762,0.322162,-1.54526e-05
2=0.970221,-5.10591,-0.000531753
0=-0.00363084,0.00747577,1.84123e-05
1=-0.94435,0.314664,-1.51353e-05
2=0.97356,-5.1051,-0.000609826
0=-0.00363084,0.00747576,1.84123e-05
1=-0.946877,0.307147,-1.48159e-05
2=0.976899,-5.10429,-0.000687899
0=-0.00363084,0.00747574,1.84123e-05
1=-0.949345,0.29961,-1.44944e-05
2=0.980237,-5.10347,-0.000765972
0=-0.00363084,0.00747573,1.84123e-05
1=-0.951753,0.292055,-1.41708e-05
2=0.983575,-5.10266,-0.000844044
0=-0.00363083,0.00747572,1.84123e-05
1=-0.9541,0.284482,-1.38451e-05
2=0.986913,-5.10184,-0.000922116
0=-0.00363083,0.00747571,1.84123e-05
1=-0.956387,0.276891,-1.35174e-05
2=0.99025,-5.10102,-0.00100019
0=-0.00363083,0.0074757,1.84123e-05
1=-0.958614,0.269283,-1.31876e-05
2=0.993587,-5.1002,-0.00107826
0=-0.00363083,0.00747569,1.84123e-05
1=-0.960779,0.261658,-1.28558e-05
2=0.996923,-5.09938,-0.00115633
0=-0.00363083,0.00747568,1.84123e-05
1=-0.962884,0.254017,-1.25221e-05
2=1.00026,-5.09855,-0.0012344
0=-0.00363082,0.00747567,1.84123e-05
1=-0.964928,0.24636,-1.21864e-05
2=1.00359,-5.09772,-0.00131247
0=-0.00363082,0.00747566,1.84123e-05
1=-0.966911,0.238689,-1.18487e-05
2=1.00693,-5.09689,-0.00139054
0=-0.00363082,0.00747565,1.84123e-05
1=-0.968833,0.231002,-1.15092e-05
2=1.01026,-5.09606,-0.0014686
0=-0.00363082,0.00747564,1.84123e-05
1=-0.970694,0.223301,-1.11677e-05
2=1.0136,-5.09522,-0.00154667
0=-0.00363082,0.00747563,1.84123e-05
1=-0.972493,0.215587,-1.08244e-05
2=1.01693,-5.09438,-0.00162474
0=-0.00363081,0.00747562,1.84123e-05
1=-0.974231,0.20786,-1.04792e-05
2=1.02026,-5.09354,-0.00170281
0=-0.00363081,0.00747561,1.84123e-05
1=-0.975907,0.200119,-1.01322e-05
2=1.0236,-5.0927,-0.00178087
0=-0.00363081,0.0074756,1.84122e-05
1=-0.977522,0.192367,-9.78344e-06
2=1.02693,-5.09186,-0.00185894
0=-0.00363081,0.00747559,1.84122e-05
1=-0.979075,0.184603,-9.43286e-06
2=1.03026,-5.09101,-0.001937
0=-0.0036308,0.00747558,1.84122e-05
1=-0.980567,0.176827,-9.08052e-06
2=1.03359,-5.09016,-0.00201506
0=-0.0036308,0.00747556,1.84122e-05
1=-0.981996,0.169041,-8.72645e-06
2=1.03692,-5.08931,-0.00209312
0=-0.0036308,0.00747555,1.84122e-05
1=-0.983364,0.161245,-8.37067e-06
2=1.04025,-5.08846,-0.00217119
0=-0.0036308,0.00747554,1.84122e-05
1=-0.984669,0.153438,-8.0132e-06
2=1.04358,-5.0876,-0.00224925
0=-0.0036308,0.00747553,1.84122e-05
1=-0.985913,0.145623,-7.65407e-06
2=1.04691,-5.08674,-0.0023273
0=-0.00363079,0.00747552,1.84122e-05
1=-0.987095,0.137799,-7.2933e-06
2=1.05024,-5.08588,-0.00240536
0=-0.00363079,0.00747551,1.84122e-05
1=-0.988214,0.129966,-6.93092e-06
2=1.05357,-5.08502,-0.00248342
0=-0.00363079,0.0074755,1.84122e-05
1=-0.989271,0.122126,-6.56694e-06
2=1.0569,-5.08416,-0.00256148
0=-0.00363079,0.00747549,1.84122e-05
1=-0.990266,0.114279,-6.20139e-06
2=1.06023,-5.08329,-0.00263953
0=-0.00363079,0.00747548,1.84122e-05
1=-0.991199,0.106425,-5.8343e-06
2=1.06356,-5.08242,-0.00271758
0=-0.00363078,0.00747547,1.84122e-05
1=-0.992069,0.0985642,-5.46568e-06
2=1.06688,-5.08155,-0.00279564
0=-0.00363078,0.00747546,1.84122e-05
1=-0.992877,0.090698,-5.09557e-06
2=1.07021,-5.08068,-0.00287369
0=-0.00363078,0.00747545,1.84122e-05
1=-0.993623,0.0828265,-4.72399e-06
2=1.07353,-5.0798,-0.00295174
0=-0.00363078,0.00747544,1.84122e-05
1=-0.994306,0.0749503,-4.35096e-06
2=1.07686,-5.07892,-0.00302979
0=-0.00363078,0.00747543,1.84122e-05
1=-0.994927,0.0670698,-3.97651e-06
2=1.08018,-5.07804,-0.00310783
0=-0.00363077,0.00747542,1.84122e-05
1=-0.995485,0.0591855,-3.60065e-06
2=1.08351,-5.07716,-0.00318588
0=-0.00363077,0.00747541,1.84122e-05
1=-0.995981,0.051298,-3.22343e-06
2=1.08683,-5.07627,-0.00326392
0=-0.00363077,0.0074754,1.84121e-05
1=-0.996415,0.0434076,-2.84485e-06
2=1.09016,-5.07539,-0.00334197
0=-0.00363077,0.00747538,1.84121e-05
