# Next line: [dim],[# integration points],[years],[dt],[system radius],[planet count],[beta]
3,16000,20,0.00125,10,3,2
# Next lines: [planet ID],[planet name]
0,Sun
1,Earth
2,Jupiter
# Next lines: [planet ID]=[x],[y],[z]
2=4.80131,-1.24981,-0.102265
0=-0.0024094,0.00600827,-2.82096e-06
1=1.96619,0.8162,-0.0135235
2=4.80213,-1.2463,-0.102298
0=-0.00240825,0.00600797,-2.84544e-06
1=1.96559,0.818074,-0.0135716
2=4.80295,-1.2428,-0.102331
0=-0.0024071,0.00600768,-2.86992e-06
1=1.96499,0.81994,-0.0136197
2=4.80376,-1.2393,-0.102364
0=-0.00240595,0.00600738,-2.89441e-06
1=1.96438,0.821799,-0.0136679
2=4.80457,-1.23579,-0.102396
0=-0.0024048,0.00600708,-2.91891e-06
1=1.96376,0.823649,-0.0137161
2=4.80538,-1.23229,-0.102429
0=-0.00240365,0.00600678,-2.94342e-06
1=1.96313,0.825492,-0.0137643
2=4.80619,-1.22878,-0.102462
0=-0.0024025,0.00600649,-2.96794e-06
1=1.96249,0.827326,-0.0138126
2=4.807,-1.22527,-0.102494
0=-0.00240135,0.00600619,-2.99246e-06
1=1.96184,0.829152,-0.0138609
2=4.8078,-1.22177,-0.102527
0=-0.0024002,0.0060059,-3.017e-06
1=1.96119,0.830971,-0.0139093
2=4.8086,-1.21826,-0.102559
0=-0.00239905,0.00600561,-3.04155e-06
1=1.96052,0.832781,-0.0139576
2=4.8094,-1.21475,-0.102592
0=-0.0023979,0.00600532,-3.0661e-06
1=1.95985,0.834583,-0.014006
2=4.81019,-1.21124,-0.102624
0=-0.00239675,0.00600502,-3.09067e-06
1=1.95917,0.836377,-0.0140545
2=4.81098,-1.20773,-0.102657
0=-0.00239559,0.00600473,-3.11524e-06
1=1.95848,0.838163,-0.0141029
2=4.81178,-1.20422,-0.102689
0=-0.00239444,0.00600444,-3.13982e-06
1=1.95778,0.839941,-0.0141514
2=4.81256,-1.20071,-0.102721
0=-0.00239329,0.00600415,-3.16441e-06
1=1.95707,0.841711,-0.0141999
2=4.81335,-1.1972,-0.102753
0=-0.00239213,0.00600387,-3.18901e-06
1=1.95635,0.843473,-0.0142485
2=4.81413,-1.19369,-0.102785
0=-0.00239098,0.00600358,-3.21362e-06
1=1.95563,0.845227,-0.0142971
2=4.81491,-1.19017,-0.102817
0=-0.00238983,0.00600329,-3.23824e-06
1=1.95489,0.846972,-0.0143457
2=4.81569,-1.18666,-0.102849
0=-0.00238867,0.00600301,-3.26287e-06
1=1.95415,0.84871,-0.0143943
2=4.81647,-1.18315,-0.102881
0=-0.00238752,0.00600272,-3.2875e-06
1=1.9534,0.850439,-0.014443
2=4.81724,-1.17963,-0.102913
0=-0.00238637,0.00600244,-3.31215e-06
1=1.95264,0.85216,-0.0144917
2=4.81801,-1.17612,-0.102945
0=-0.00238521,0.00600216,-3.3368e-06
1=1.95187,0.853873,-0.0145404
2=4.81878,-1.1726,-0.102977
0=-0.00238406,0.00600187,-3.36147e-06
1=1.95109,0.855578,-0.0145891
2=4.81955,-1.16909,-0.103009
0=-0.0023829,0.00600159,-3.38614e-06
1=1.95031,0.857275,-0.0146379
2=4.82031,-1.16557,-0.10304
0=-0.00238175,0.00600131,-3.41082e-06
1=1.94952,0.858964,-0.0146867
2=4.82107,-1.16205,-0.103072
0=-0.00238059,0.00600103,-3.43551e-06
1=1.94871,0.860644,-0.0147355
2=4.82183,-1.15853,-0.103104
0=-0.00237944,0.00600075,-3.46021e-06
1=1.9479,0.862316,-0.0147844
2=4.82259,-1.15502,-0.103135
0=-0.00237828,0.00600047,-3.48492e-06
1=1.94708,0.86398,-0.0148333
2=4.82334,-1.1515,-0.103167
0=-0.00237712,0.0060002,-3.50963e-06
1=1.94625,0.865636,-0.0148822
2=4.82409,-1.14798,-0.103198
0=-0.00237597,0.00599992,-3.53436e-06
1=1.94542,0.867284,-0.0149311
2=4.82484,-1.14446,-0.103229
0=-0.00237481,0.00599964,-3.5591e-06
1=1.94457,0.868923,-0.01498
2=4.82559,-1.14094,-0.103261
0=-0.00237365,0.00599937,-3.58384e-06
1=1.94372,0.870554,-0.015029
2=4.82633,-1.13741,-0.103292
0=-0.0023725,0.0059991,-3.60859e-06
1=1.94286,0.872177,-0.015078
2=4.82708,-1.13389,-0.103323
0=-0.00237134,0.00599882,-3.63335e-06
1=1.94198,0.873792,-0.015127
2=4.82782,-1.13037,-0.103354
0=-0.00237018,0.00599855,-3.65812e-06
1=1.9411,0.875398,-0.0151761
2=4.82855,-1.12685,-0.103386
0=-0.00236902,0.00599828,-3.6829e-06
1=1.94022,0.876997,-0.0152251
2=4.82929,-1.12332,-0.103417
0=-0.00236787,0.00599801,-3.70769e-06
1=1.93932,0.878587,-0.0152742
2=4.83002,-1.1198,-0.103448
0=-0.00236671,0.00599774,-3.73248e-06
1=1.93842,0.880168,-0.0153233
2=4.83075,-1.11627,-0.103479
0=-0.00236555,0.00599747,-3.75729e-06
1=1.9375,0.881742,-0.0153724
2=4.83148,-1.11275,-0.10351
0=-0.00236439,0.0059972,-3.7821e-06
1=1.93658,0.883307,-0.0154216
2=4.8322,-1.10922,-0.10354
0=-0.00236323,0.00599693,-3.80692e-06
1=1.93565,0.884863,-0.0154707
2=4.83292,-1.10569,-0.103571
0=-0.00236207,0.00599667,-3.83175e-06
1=1.93471,0.886412,-0.0155199
2=4.83364,-1.10217,-0.103602
0=-0.00236091,0.0059964,-3.85659e-06
1=1.93376,0.887952,-0.0155691
2=4.83436,-1.09864,-0.103633
0=-0.00235975,0.00599614,-3.88144e-06
1=1.93281,0.889484,-0.0156184
2=4.83508,-1.09511,-0.103663
0=-0.00235859,0.00599587,-3.9063e-06
1=1.93184,0.891007,-0.0156676
2=4.83579,-1.09158,-0.103694
0=-0.00235743,0.00599561,-3.93116e-06
1=1.93087,0.892522,-0.0157169
2=4.8365,-1.08805,-0.103724
0=-0.00235627,0.00599535,-3.95604e-06
1=1.92989,0.894029,-0.0157661
2=4.83721,-1.08452,-0.103755
0=-0.00235511,0.00599509,-3.98092e-06
1=1.9289,0.895528,-0.0158154
2=4.83791,-1.08099,-0.103785
0=-0.00235395,0.00599483,-4.00581e-06
1=1.9279,0.897018,-0.0158647
2=4.83862,-1.07746,-0.103816
0=-0.00235279,0.00599457,-4.03071e-06
1=1.92689,0.898499,-0.0159141
2=4.83932,-1.07393,-0.103846
0=-0.00235163,0.00599431,-4.05562e-06
1=1.92588,0.899973,-0.0159634
2=4.84001,-1.0704,-0.103876
0=-0.00235047,0.00599405,-4.08054e-06
1=1.92485,0.901438,-0.0160128
2=4.84071,-1.06686,-0.103907
0=-0.0023493,0.00599379,-4.10546e-06
1=1.92382,0.902894,-0.0160621
2=4.8414,-1.06333,-0.103937
0=-0.00234814,0.00599353,-4.1304e-06
1=1.92278,0.904342,-0.0161115
2=4.84209,-1.0598,-0.103967
0=-0.00234698,0.00599328,-4.15534e-06
1=1.92173,0.905782,-0.0161609
2=4.84278,-1.05626,-0.103997
0=-0.00234582,0.00599302,-4.18029e-06
1=1.92067,0.907213,-0.0162104
2=4.84347,-1.05273,-0.104027
0=-0.00234465,0.00599277,-4.20525e-06
1=1.9196,0.908636,-0.0162598
2=4.84415,-1.04919,-0.104057
0=-0.00234349,0.00599252,-4.23022e-06
1=1.91853,0.91005,-0.0163092
2=4.84483,-1.04566,-0.104087
0=-0.00234233,0.00599226,-4.2552e-06
1=1.91745,0.911456,-0.0163587
2=4.84551,-1.04212,-0.104117
0=-0.00234116,0.00599201,-4.28018e-06
1=1.91636,0.912854,-0.0164082
2=4.84619,-1.03858,-0.104147
0=-0.00234,0.00599176,-4.30518e-06
1=1.91526,0.914243,-0.0164576
2=4.84686,-1.03505,-0.104176
0=-0.00233884,0.00599151,-4.33018e-06
1=1.91415,0.915623,-0.0165071
2=4.84753,-1.03151,-0.104206
0=-0.00233767,0.00599126,-4.35519e-06
1=1.91303,0.916995,-0.0165566
2=4.8482,-1.02797,-0.104236
0=-0.00233651,0.00599101,-4.38021e-06
1=1.9119,0.918359,-0.0166062
2=4.84887,-1.02443,-0.104265
0=-0.00233534,0.00599077,-4.40524e-06
1=1.91077,0.919714,-0.0166557
2=4.84953,-1.02089,-0.104295
0=-0.00233418,0.00599052,-4.43027e-06
1=1.90963,0.92106,-0.0167052
2=4.85019,-1.01735,-0.104324
0=-0.00233301,0.00599028,-4.45532e-06
1=1.90848,0.922398,-0.0167548
2=4.85085,-1.01381,-0.104354
0=-0.00233185,0.00599003,-4.48037e-06
1=1.90732,0.923727,-0.0168043
2=4.85151,-1.01027,-0.104383
0=-0.00233068,0.00598979,-4.50543e-06
1=1.90615,0.925048,-0.0168539
2=4.85216,-1.00673,-0.104413
0=-0.00232952,0.00598954,-4.5305e-06
1=1.90497,0.926361,-0.0169034
2=4.85281,-1.00318,-0.104442
0=-0.00232835,0.0059893,-4.55558e-06
1=1.90379,0.927664,-0.016953
2=4.85346,-0.999642,-0.104471
0=-0.00232719,0.00598906,-4.58066e-06
1=1.9026,0.92896,-0.0170026
2=4.85411,-0.996098,-0.1045
0=-0.00232602,0.00598882,-4.60576e-06
1=1.9014,0.930246,-0.0170522
2=4.85475,-0.992555,-0.104529
0=-0.00232485,0.00598858,-4.63086e-06
1=1.90019,0.931524,-0.0171018
2=4.85539,-0.98901,-0.104559
0=-0.00232369,0.00598834,-4.65597e-06
1=1.89897,0.932794,-0.0171514
2=4.85603,-0.985466,-0.104588
0=-0.00232252,0.0059881,-4.68109e-06
1=1.89774,0.934054,-0.017201
2=4.85667,-0.98192,-0.104617
0=-0.00232135,0.00598786,-4.70621e-06
1=1.89651,0.935307,-0.0172506
2=4.8573,-0.978375,-0.104645
0=-0.00232019,0.00598763,-4.73135e-06
1=1.89526,0.93655,-0.0173002
2=4.85793,-0.974828,-0.104674
0=-0.00231902,0.00598739,-4.75649e-06
1=1.89401,0.937785,-0.0173498
2=4.85856,-0.971282,-0.104703
0=-0.00231785,0.00598716,-4.78165e-06
1=1.89275,0.939011,-0.0173994
2=4.85919,-0.967735,-0.104732
0=-0.00231668,0.00598692,-4.80681e-06
1=1.89148,0.940229,-0.0174491
2=4.85981,-0.964187,-0.104761
0=-0.00231551,0.00598669,-4.83197e-06
1=1.8902,0.941438,-0.0174987
2=4.86044,-0.960639,-0.104789
0=-0.00231435,0.00598646,-4.85715e-06
1=1.88892,0.942638,-0.0175483
2=4.86106,-0.95709,-0.104818
0=-0.00231318,0.00598623,-4.88233e-06
1=1.88762,0.94383,-0.0175979
2=4.86167,-0.953541,-0.104846
0=-0.00231201,0.005986,-4.90753e-06
1=1.88632,0.945013,-0.0176476
2=4.86229,-0.949991,-0.104875
0=-0.00231084,0.00598577,-4.93273e-06
1=1.88501,0.946187,-0.0176972
2=4.8629,-0.946441,-0.104903
0=-0.00230967,0.00598554,-4.95794e-06
1=1.88369,0.947353,-0.0177468
2=4.86351,-0.94289,-0.104932
0=-0.0023085,0.00598531,-4.98315e-06
1=1.88236,0.94851,-0.0177965
2=4.86412,-0.939339,-0.10496
0=-0.00230733,0.00598508,-5.00838e-06
1=1.88102,0.949658,-0.0178461
2=4.86472,-0.935787,-0.104988
0=-0.00230616,0.00598486,-5.03361e-06
1=1.87968,0.950797,-0.0178957
2=4.86532,-0.932235,-0.105017
0=-0.00230499,0.00598463,-5.05885e-06
1=1.87833,0.951928,-0.0179453
2=4.86592,-0.928683,-0.105045
0=-0.00230382,0.00598441,-5.0841e-06
1=1.87696,0.95305,-0.017995
2=4.86652,-0.92513,-0.105073
0=-0.00230265,0.00598418,-5.10936e-06
1=1.87559,0.954163,-0.0180446
2=4.86712,-0.921576,-0.105101
0=-0.00230148,0.00598396,-5.13462e-06
1=1.87421,0.955267,-0.0180942
2=4.86771,-0.918022,-0.105129
0=-0.00230031,0.00598374,-5.15989e-06
1=1.87283,0.956362,-0.0181438
2=4.8683,-0.914468,-0.105157
0=-0.00229914,0.00598352,-5.18518e-06
1=1.87143,0.957449,-0.0181934
2=4.86889,-0.910913,-0.105185
0=-0.00229797,0.0059833,-5.21046e-06
1=1.87003,0.958527,-0.018243
2=4.86947,-0.907358,-0.105213
0=-0.0022968,0.00598308,-5.23576e-06
1=1.86861,0.959596,-0.0182926
2=4.87005,-0.903802,-0.10524
0=-0.00229562,0.00598286,-5.26107e-06
1=1.86719,0.960656,-0.0183422
2=4.87063,-0.900246,-0.105268
0=-0.00229445,0.00598264,-5.28638e-06
1=1.86576,0.961708,-0.0183918
2=4.87121,-0.896689,-0.105296
0=-0.00229328,0.00598242,-5.3117e-06
1=1.86433,0.96275,-0.0184413
2=4.87179,-0.893132,-0.105324
0=-0.00229211,0.00598221,-5.33703e-06
1=1.86288,0.963784,-0.0184909
2=4.87236,-0.889574,-0.105351
0=-0.00229094,0.00598199,-5.36236e-06
1=1.86142,0.964809,-0.0185404
2=4.87293,-0.886016,-0.105379
0=-0.00228976,0.00598178,-5.38771e-06
1=1.85996,0.965825,-0.01859
2=4.8735,-0.882457,-0.105406
0=-0.00228859,0.00598156,-5.41306e-06
1=1.85849,0.966832,-0.0186395
2=4.87406,-0.878898,-0.105434
0=-0.00228742,0.00598135,-5.43842e-06
1=1.85701,0.96783,-0.0186891
2=4.87463,-0.875339,-0.105461
0=-0.00228624,0.00598114,-5.46379e-06
1=1.85552,0.96882,-0.0187386
2=4.87519,-0.871779,-0.105488
0=-0.00228507,0.00598093,-5.48916e-06
1=1.85402,0.9698,-0.0187881
2=4.87574,-0.868219,-0.105516
0=-0.0022839,0.00598072,-5.51455e-06
1=1.85251,0.970771,-0.0188376
2=4.8763,-0.864658,-0.105543
0=-0.00228272,0.00598051,-5.53994e-06
1=1.851,0.971734,-0.018887
2=4.87685,-0.861097,-0.10557
0=-0.00228155,0.0059803,-5.56534e-06
1=1.84948,0.972687,-0.0189365
2=4.8774,-0.857535,-0.105597
0=-0.00228038,0.00598009,-5.59074e-06
1=1.84794,0.973632,-0.018986
2=4.87795,-0.853973,-0.105624
0=-0.0022792,0.00597988,-5.61616e-06
1=1.8464,0.974568,-0.0190354
2=4.8785,-0.85041,-0.105651
0=-0.00227803,0.00597968,-5.64158e-06
1=1.84485,0.975494,-0.0190848
2=4.87904,-0.846847,-0.105678
0=-0.00227685,0.00597947,-5.66701e-06
1=1.8433,0.976412,-0.0191342
2=4.87958,-0.843284,-0.105705
0=-0.00227568,0.00597927,-5.69245e-06
1=1.84173,0.97732,-0.0191836
2=4.88012,-0.83972,-0.105732
0=-0.0022745,0.00597906,-5.71789e-06
1=1.84016,0.97822,-0.019233
2=4.88065,-0.836156,-0.105759
0=-0.00227333,0.00597886,-5.74335e-06
1=1.83857,0.979111,-0.0192824
2=4.88119,-0.832591,-0.105785
0=-0.00227215,0.00597866,-5.76881e-06
1=1.83698,0.979992,-0.0193317
2=4.88172,-0.829026,-0.105812
0=-0.00227098,0.00597846,-5.79428e-06
1=1.83538,0.980865,-0.019381
2=4.88225,-0.82546,-0.105839
0=-0.0022698,0.00597826,-5.81975e-06
1=1.83377,0.981728,-0.0194303
2=4.88277,-0.821894,-0.105865
0=-0.00226862,0.00597806,-5.84523e-06
1=1.83216,0.982583,-0.0194796
2=4.88329,-0.818328,-0.105892
0=-0.00226745,0.00597786,-5.87073e-06
1=1.83053,0.983428,-0.0195289
2=4.88381,-0.814761,-0.105918
0=-0.00226627,0.00597766,-5.89622e-06
1=1.8289,0.984264,-0.0195781
2=4.88433,-0.811194,-0.105945
0=-0.00226509,0.00597747,-5.92173e-06
1=1.82725,0.985091,-0.0196273
2=4.88485,-0.807626,-0.105971
0=-0.00226392,0.00597727,-5.94724e-06
1=1.8256,0.985909,-0.0196765
2=4.88536,-0.804058,-0.105997
0=-0.00226274,0.00597708,-5.97277e-06
1=1.82394,0.986718,-0.0197257
2=4.88587,-0.80049,-0.106024
0=-0.00226156,0.00597688,-5.99829e-06
1=1.82227,0.987518,-0.0197749
2=4.88638,-0.796921,-0.10605
0=-0.00226039,0.00597669,-6.02383e-06
1=1.82059,0.988308,-0.019824
2=4.88689,-0.793352,-0.106076
0=-0.00225921,0.0059765,-6.04937e-06
1=1.81891,0.98909,-0.0198731
2=4.88739,-0.789782,-0.106102
0=-0.00225803,0.0059763,-6.07493e-06
1=1.81721,0.989862,-0.0199222
2=4.88789,-0.786212,-0.106128
0=-0.00225685,0.00597611,-6.10048e-06
1=1.81551,0.990625,-0.0199712
2=4.88839,-0.782641,-0.106154
0=-0.00225568,0.00597592,-6.12605e-06
1=1.8138,0.991379,-0.0200203
2=4.88889,-0.779071,-0.10618
0=-0.0022545,0.00597573,-6.15162e-06
1=1.81207,0.992123,-0.0200693
2=4.88938,-0.775499,-0.106206
0=-0.00225332,0.00597555,-6.17721e-06
1=1.81035,0.992859,-0.0201182
2=4.88987,-0.771928,-0.106232
0=-0.00225214,0.00597536,-6.20279e-06
1=1.80861,0.993585,-0.0201672
2=4.89036,-0.768356,-0.106257
0=-0.00225096,0.00597517,-6.22839e-06
1=1.80686,0.994302,-0.0202161
2=4.89085,-0.764783,-0.106283
0=-0.00224978,0.00597499,-6.25399e-06
1=1.8051,0.995009,-0.020265
2=4.89133,-0.76121,-0.106309
0=-0.0022486,0.0059748,-6.27961e-06
1=1.80334,0.995708,-0.0203139
2=4.89181,-0.757637,-0.106334
0=-0.00224743,0.00597462,-6.30522e-06
1=1.80157,0.996397,-0.0203627
2=4.89229,-0.754063,-0.10636
0=-0.00224625,0.00597443,-6.33085e-06
1=1.79978,0.997076,-0.0204115
2=4.89277,-0.750489,-0.106385
0=-0.00224507,0.00597425,-6.35648e-06
1=1.79799,0.997747,-0.0204602
2=4.89324,-0.746915,-0.106411
0=-0.00224389,0.00597407,-6.38212e-06
1=1.79619,0.998408,-0.020509
2=4.89371,-0.74334,-0.106436
0=-0.00224271,0.00597389,-6.40777e-06
1=1.79439,0.99906,-0.0205576
2=4.89418,-0.739765,-0.106462
0=-0.00224153,0.00597371,-6.43342e-06
1=1.79257,0.999702,-0.0206063
2=4.89464,-0.736189,-0.106487
0=-0.00224035,0.00597353,-6.45909e-06
1=1.79074,1.00034,-0.0206549
2=4.89511,-0.732614,-0.106512
0=-0.00223917,0.00597335,-6.48476e-06
1=1.78891,1.00096,-0.0207035
2=4.89557,-0.729037,-0.106537
0=-0.00223799,0.00597318,-6.51043e-06
1=1.78707,1.00157,-0.0207521
2=4.89603,-0.725461,-0.106562
0=-0.00223681,0.005973,-6.53612e-06
1=1.78521,1.00218,-0.0208006
2=4.89648,-0.721884,-0.106587
0=-0.00223562,0.00597283,-6.56181e-06
1=1.78335,1.00277,-0.0208491
2=4.89694,-0.718306,-0.106612
0=-0.00223444,0.00597265,-6.58751e-06
1=1.78148,1.00336,-0.0208975
2=4.89739,-0.714728,-0.106637
0=-0.00223326,0.00597248,-6.61321e-06
1=1.7796,1.00394,-0.0209459
2=4.89784,-0.71115,-0.106662
0=-0.00223208,0.0059723,-6.63892e-06
1=1.77772,1.0045,-0.0209942
2=4.89829,-0.707572,-0.106687
0=-0.0022309,0.00597213,-6.66464e-06
1=1.77582,1.00506,-0.0210426
2=4.89873,-0.703993,-0.106712
0=-0.00222972,0.00597196,-6.69037e-06
1=1.77392,1.00561,-0.0210908
2=4.89917,-0.700414,-0.106737
0=-0.00222854,0.00597179,-6.7161e-06
1=1.772,1.00615,-0.0211391
2=4.89961,-0.696834,-0.106761
0=-0.00222735,0.00597162,-6.74185e-06
1=1.77008,1.00668,-0.0211873
2=4.90005,-0.693254,-0.106786
0=-0.00222617,0.00597145,-6.76759e-06
1=1.76815,1.0072,-0.0212354
2=4.90048,-0.689674,-0.106811
0=-0.00222499,0.00597128,-6.79335e-06
1=1.76621,1.00771,-0.0212835
2=4.90091,-0.686093,-0.106835
0=-0.00222381,0.00597112,-6.81911e-06
1=1.76426,1.00821,-0.0213315
2=4.90134,-0.682512,-0.10686
0=-0.00222262,0.00597095,-6.84488e-06
1=1.7623,1.0087,-0.0213796
2=4.90177,-0.678931,-0.106884
0=-0.00222144,0.00597079,-6.87066e-06
1=1.76033,1.00918,-0.0214275
2=4.90219,-0.675349,-0.106908
0=-0.00222026,0.00597062,-6.89644e-06
1=1.75835,1.00965,-0.0214754
2=4.90261,-0.671767,-0.106933
0=-0.00221908,0.00597046,-6.92223e-06
1=1.75637,1.01012,-0.0215233
2=4.90303,-0.668185,-0.106957
0=-0.00221789,0.0059703,-6.94803e-06
1=1.75437,1.01057,-0.0215711
2=4.90345,-0.664602,-0.106981
0=-0.00221671,0.00597013,-6.97383e-06
1=1.75237,1.01101,-0.0216189
2=4.90386,-0.661019,-0.107005
0=-0.00221553,0.00596997,-6.99965e-06
1=1.75036,1.01144,-0.0216666
2=4.90427,-0.657435,-0.107029
0=-0.00221434,0.00596981,-7.02547e-06
1=1.74834,1.01187,-0.0217142
2=4.90468,-0.653852,-0.107053
0=-0.00221316,0.00596965,-7.05129e-06
1=1.7463,1.01228,-0.0217618
2=4.90509,-0.650268,-0.107077
0=-0.00221197,0.0059695,-7.07712e-06
1=1.74427,1.01269,-0.0218094
2=4.90549,-0.646683,-0.107101
0=-0.00221079,0.00596934,-7.10296e-06
1=1.74222,1.01308,-0.0218569
2=4.90589,-0.643098,-0.107125
0=-0.00220961,0.00596918,-7.12881e-06
1=1.74016,1.01347,-0.0219043
2=4.90629,-0.639513,-0.107149
0=-0.00220842,0.00596903,-7.15466e-06
1=1.73809,1.01384,-0.0219517
2=4.90669,-0.635928,-0.107173
0=-0.00220724,0.00596887,-7.18052e-06
1=1.73601,1.01421,-0.0219991
2=4.90708,-0.632342,-0.107197
0=-0.00220605,0.00596872,-7.20639e-06
1=1.73393,1.01456,-0.0220463
2=4.90747,-0.628756,-0.10722
0=-0.00220487,0.00596856,-7.23226e-06
1=1.73184,1.01491,-0.0220935
2=4.90786,-0.62517,-0.107244
0=-0.00220368,0.00596841,-7.25814e-06
1=1.72973,1.01524,-0.0221407
2=4.90825,-0.621583,-0.107267
0=-0.0022025,0.00596826,-7.28403e-06
1=1.72762,1.01557,-0.0221878
2=4.90863,-0.617996,-0.107291
0=-0.00220131,0.00596811,-7.30993e-06
1=1.7255,1.01589,-0.0222348
2=4.90902,-0.614409,-0.107314
0=-0.00220013,0.00596796,-7.33583e-06
1=1.72336,1.01619,-0.0222818
2=4.90939,-0.610821,-0.107338
0=-0.00219894,0.00596781,-7.36174e-06
1=1.72122,1.01649,-0.0223287
2=4.90977,-0.607233,-0.107361
0=-0.00219776,0.00596766,-7.38765e-06
1=1.71907,1.01678,-0.0223755
2=4.91015,-0.603645,-0.107384
0=-0.00219657,0.00596752,-7.41357e-06
1=1.71692,1.01705,-0.0224223
2=4.91052,-0.600056,-0.107407
0=-0.00219538,0.00596737,-7.4395e-06
1=1.71475,1.01732,-0.022469
2=4.91089,-0.596467,-0.107431
0=-0.0021942,0.00596722,-7.46543e-06
1=1.71257,1.01758,-0.0225157
2=4.91125,-0.592878,-0.107454
0=-0.00219301,0.00596708,-7.49138e-06
1=1.71038,1.01782,-0.0225622
2=4.91162,-0.589289,-0.107477
0=-0.00219182,0.00596694,-7.51732e-06
1=1.70819,1.01806,-0.0226088
2=4.91198,-0.585699,-0.1075
0=-0.00219064,0.00596679,-7.54328e-06
1=1.70598,1.01829,-0.0226552
2=4.91234,-0.582109,-0.107523
0=-0.00218945,0.00596665,-7.56924e-06
1=1.70377,1.0185,-0.0227016
2=4.91269,-0.578518,-0.107546
0=-0.00218826,0.00596651,-7.59521e-06
1=1.70154,1.01871,-0.0227479
2=4.91305,-0.574928,-0.107568
0=-0.00218708,0.00596637,-7.62118e-06
1=1.69931,1.01891,-0.0227941
2=4.9134,-0.571337,-0.107591
0=-0.00218589,0.00596623,-7.64717e-06
1=1.69706,1.01909,-0.0228402
2=4.91375,-0.567745,-0.107614
0=-0.0021847,0.00596609,-7.67315e-06
1=1.69481,1.01927,-0.0228863
2=4.9141,-0.564154,-0.107637
0=-0.00218352,0.00596595,-7.69915e-06
1=1.69255,1.01944,-0.0229323
2=4.91444,-0.560562,-0.107659
0=-0.00218233,0.00596582,-7.72515e-06
1=1.69028,1.01959,-0.0229782
2=4.91478,-0.55697,-0.107682
0=-0.00218114,0.00596568,-7.75116e-06
1=1.688,1.01974,-0.0230241
2=4.91512,-0.553377,-0.107704
0=-0.00217995,0.00596555,-7.77717e-06
1=1.6857,1.01988,-0.0230699
2=4.91546,-0.549785,-0.107727
0=-0.00217876,0.00596541,-7.80319e-06
1=1.6834,1.02,-0.0231155
2=4.91579,-0.546192,-0.107749
0=-0.00217758,0.00596528,-7.82922e-06
1=1.68109,1.02012,-0.0231611
2=4.91612,-0.542598,-0.107772
0=-0.00217639,0.00596515,-7.85526e-06
1=1.67877,1.02022,-0.0232067
2=4.91645,-0.539005,-0.107794
0=-0.0021752,0.00596501,-7.8813e-06
1=1.67645,1.02032,-0.0232521
2=4.91678,-0.535411,-0.107816
0=-0.00217401,0.00596488,-7.90734e-06
1=1.67411,1.0204,-0.0232975
2=4.9171,-0.531817,-0.107838
0=-0.00217282,0.00596475,-7.9334e-06
1=1.67176,1.02048,-0.0233428
2=4.91742,-0.528222,-0.10786
0=-0.00217163,0.00596462,-7.95946e-06
1=1.6694,1.02054,-0.023388
2=4.91774,-0.524628,-0.107882
0=-0.00217045,0.0059645,-7.98552e-06
1=1.66703,1.0206,-0.0234331
2=4.91806,-0.521033,-0.107904
0=-0.00216926,0.00596437,-8.0116e-06
1=1.66465,1.02064,-0.0234781
2=4.91837,-0.517438,-0.107926
0=-0.00216807,0.00596424,-8.03768e-06
1=1.66227,1.02068,-0.023523
2=4.91868,-0.513842,-0.107948
0=-0.00216688,0.00596412,-8.06376e-06
1=1.65987,1.0207,-0.0235678
2=4.91899,-0.510246,-0.10797
0=-0.00216569,0.00596399,-8.08985e-06
1=1.65746,1.02071,-0.0236126
2=4.9193,-0.50665,-0.107992
0=-0.0021645,0.00596387,-8.11595e-06
1=1.65505,1.02071,-0.0236573
2=4.9196,-0.503054,-0.108014
0=-0.00216331,0.00596375,-8.14206e-06
1=1.65262,1.02071,-0.0237018
2=4.91991,-0.499458,-0.108035
0=-0.00216212,0.00596362,-8.16817e-06
1=1.65018,1.02069,-0.0237463
2=4.9202,-0.495861,-0.108057
0=-0.00216093,0.0059635,-8.19429e-06
1=1.64774,1.02066,-0.0237907
2=4.9205,-0.492264,-0.108079
0=-0.00215974,0.00596338,-8.22041e-06
1=1.64528,1.02062,-0.0238349
2=4.9208,-0.488666,-0.1081
0=-0.00215855,0.00596326,-8.24654e-06
1=1.64281,1.02057,-0.0238791
2=4.92109,-0.485069,-0.108122
0=-0.00215736,0.00596314,-8.27268e-06
1=1.64034,1.02051,-0.0239232
2=4.92138,-0.481471,-0.108143
0=-0.00215617,0.00596303,-8.29882e-06
1=1.63785,1.02044,-0.0239672
2=4.92166,-0.477873,-0.108164
0=-0.00215498,0.00596291,-8.32497e-06
1=1.63536,1.02036,-0.0240111
2=4.92195,-0.474275,-0.108186
0=-0.00215379,0.00596279,-8.35112e-06
1=1.63285,1.02026,-0.0240548
2=4.92223,-0.470676,-0.108207
0=-0.0021526,0.00596268,-8.37728e-06
1=1.63033,1.02016,-0.0240985
2=4.92251,-0.467077,-0.108228
0=-0.00215141,0.00596256,-8.40345e-06
1=1.62781,1.02005,-0.0241421
2=4.92278,-0.463478,-0.108249
0=-0.00215022,0.00596245,-8.42962e-06
1=1.62527,1.01992,-0.0241855
2=4.92306,-0.459879,-0.10827
0=-0.00214903,0.00596234,-8.4558e-06
1=1.62272,1.01979,-0.0242289
2=4.92333,-0.45628,-0.108291
0=-0.00214783,0.00596223,-8.48199e-06
1=1.62017,1.01964,-0.0242721
2=4.9236,-0.45268,-0.108312
