# Next line: [dim],[# integration points],[years],[dt],[system radius],[planet count],[beta]
3,16000,20,0.00125,10,3,2
# Next lines: [planet ID],[planet name]
0,Sun
1,Earth
2,Jupiter
# Next lines: [planet ID]=[x],[y],[z]
0=-0.00362785,0.00747808,1.83356e-05
1=0.992413,0.107948,3.3164e-05
2=-1.03165,5.05281,0.00206315
0=-0.00362785,0.00747809,1.83356e-05
1=0.991485,0.115733,3.27252e-05
2=-1.03508,5.05228,0.00214215
0=-0.00362785,0.00747809,1.83356e-05
1=0.990497,0.123512,3.22856e-05
2=-1.03851,5.05175,0.00222115
0=-0.00362785,0.00747809,1.83356e-05
1=0.989447,0.131284,3.18451e-05
2=-1.04194,5.05122,0.00230015
0=-0.00362785,0.00747809,1.83356e-05
1=0.988336,0.139048,3.14038e-05
2=-1.04538,5.05069,0.00237915
0=-0.00362785,0.00747809,1.83356e-05
1=0.987164,0.146804,3.09617e-05
2=-1.04881,5.05015,0.00245814
0=-0.00362785,0.00747809,1.83356e-05
1=0.985931,0.154551,3.05188e-05
2=-1.05224,5.04961,0.00253714
0=-0.00362785,0.00747809,1.83356e-05
1=0.984637,0.162289,3.00751e-05
2=-1.05567,5.04907,0.00261613
0=-0.00362785,0.00747809,1.83356e-05
1=0.983282,0.170018,2.96307e-05
2=-1.0591,5.04852,0.00269512
0=-0.00362785,0.00747809,1.83356e-05
1=0.981867,0.177737,2.91857e-05
2=-1.06253,5.04797,0.00277412
0=-0.00362785,0.0074781,1.83356e-05
1=0.98039,0.185445,2.87399e-05
2=-1.06595,5.04743,0.00285311
0=-0.00362785,0.0074781,1.83356e-05
1=0.978853,0.193143,2.82935e-05
2=-1.06938,5.04687,0.0029321
0=-0.00362785,0.0074781,1.83356e-05
1=0.977255,0.200828,2.78465e-05
2=-1.07281,5.04632,0.00301108
0=-0.00362785,0.0074781,1.83356e-05
1=0.975597,0.208502,2.7399e-05
2=-1.07624,5.04577,0.00309007
0=-0.00362785,0.0074781,1.83356e-05
1=0.973878,0.216164,2.69508e-05
2=-1.07966,5.04521,0.00316905
0=-0.00362785,0.0074781,1.83356e-05
1=0.972099,0.223812,2.65022e-05
2=-1.08309,5.04465,0.00324804
0=-0.00362785,0.0074781,1.83356e-05
1=0.970259,0.231448,2.6053e-05
2=-1.08652,5.04408,0.00332702
0=-0.00362785,0.0074781,1.83356e-05
1=0.96836,0.239069,2.56033e-05
2=-1.08994,5.04352,0.003406
0=-0.00362785,0.0074781,1.83356e-05
1=0.9664,0.246676,2.51532e-05
2=-1.09337,5.04295,0.00348498
0=-0.00362785,0.00747811,1.83356e-05
1=0.96438,0.254268,2.47027e-05
2=-1.09679,5.04238,0.00356396
0=-0.00362785,0.00747811,1.83356e-05
1=0.962301,0.261845,2.42518e-05
2=-1.10021,5.04181,0.00364293
0=-0.00362785,0.00747811,1.83356e-05
1=0.960161,0.269407,2.38005e-05
2=-1.10364,5.04124,0.00372191
0=-0.00362785,0.00747811,1.83356e-05
1=0.957962,0.276952,2.33489e-05
2=-1.10706,5.04066,0.00380088
0=-0.00362785,0.00747811,1.83356e-05
1=0.955703,0.28448,2.2897e-05
2=-1.11048,5.04008,0.00387985
0=-0.00362785,0.00747811,1.83356e-05
1=0.953385,0.291991,2.24448e-05
2=-1.1139,5.0395,0.00395882
0=-0.00362785,0.00747811,1.83356e-05
1=0.951008,0.299485,2.19923e-05
2=-1.11732,5.03892,0.00403779
0=-0.00362785,0.00747811,1.83356e-05
1=0.948571,0.30696,2.15397e-05
2=-1.12074,5.03833,0.00411675
0=-0.00362785,0.00747811,1.83356e-05
1=0.946075,0.314417,2.10868e-05
2=-1.12416,5.03775,0.00419571
0=-0.00362785,0.00747812,1.83356e-05
1=0.943521,0.321855,2.06337e-05
2=-1.12758,5.03716,0.00427468
0=-0.00362785,0.00747812,1.83356e-05
1=0.940907,0.329273,2.01806e-05
2=-1.131,5.03656,0.00435364
0=-0.00362785,0.00747812,1.83356e-05
1=0.938235,0.336672,1.97273e-05
2=-1.13442,5.03597,0.00443259
0=-0.00362785,0.00747812,1.83356e-05
1=0.935504,0.34405,1.92739e-05
2=-1.13784,5.03537,0.00451155
0=-0.00362785,0.00747812,1.83356e-05
1=0.932716,0.351407,1.88204e-05
2=-1.14126,5.03477,0.0045905
0=-0.00362785,0.00747812,1.83356e-05
1=0.929868,0.358742,1.8367e-05
2=-1.14468,5.03417,0.00466945
0=-0.00362785,0.00747812,1.83356e-05
1=0.926963,0.366056,1.79135e-05
2=-1.14809,5.03357,0.0047484
0=-0.00362786,0.00747812,1.83356e-05
1=0.924,0.373348,1.74601e-05
2=-1.15151,5.03296,0.00482735
0=-0.00362786,0.00747812,1.83356e-05
1=0.92098,0.380617,1.70067e-05
2=-1.15492,5.03236,0.0049063
0=-0.00362786,0.00747812,1.83356e-05
1=0.917901,0.387862,1.65534e-05
2=-1.15834,5.03174,0.00498524
0=-0.00362786,0.00747813,1.83356e-05
1=0.914766,0.395084,1.61002e-05
2=-1.16175,5.03113,0.00506418
0=-0.00362786,0.00747813,1.83356e-05
1=0.911573,0.402282,1.56472e-05
2=-1.16517,5.03052,0.00514312
0=-0.00362786,0.00747813,1.83356e-05
1=0.908323,0.409455,1.51943e-05
2=-1.16858,5.0299,0.00522206
0=-0.00362786,0.00747813,1.83356e-05
1=0.905016,0.416603,1.47416e-05
2=-1.17199,5.02928,0.00530099
0=-0.00362786,0.00747813,1.83356e-05
1=0.901653,0.423725,1.42892e-05
2=-1.17541,5.02866,0.00537992
0=-0.00362786,0.00747813,1.83356e-05
1=0.898233,0.430822,1.3837e-05
2=-1.17882,5.02804,0.00545885
0=-0.00362786,0.00747813,1.83356e-05
1=0.894757,0.437892,1.33851e-05
2=-1.18223,5.02741,0.00553778
0=-0.00362786,0.00747813,1.83356e-05
1=0.891225,0.444936,1.29335e-05
2=-1.18564,5.02678,0.0056167
0=-0.00362786,0.00747813,1.83356e-05
1=0.887637,0.451952,1.24822e-05
2=-1.18905,5.02615,0.00569562
0=-0.00362786,0.00747814,1.83356e-05
1=0.883994,0.45894,1.20313e-05
2=-1.19246,5.02552,0.00577454
0=-0.00362786,0.00747814,1.83356e-05
1=0.880295,0.4659,1.15808e-05
2=-1.19587,5.02488,0.00585346
0=-0.00362786,0.00747814,1.83356e-05
1=0.87654,0.472832,1.11307e-05
2=-1.19928,5.02425,0.00593237
0=-0.00362786,0.00747814,1.83356e-05
1=0.872731,0.479734,1.06811e-05
2=-1.20269,5.02361,0.00601128
0=-0.00362786,0.00747814,1.83356e-05
1=0.868867,0.486607,1.0232e-05
2=-1.20609,5.02296,0.00609019
0=-0.00362786,0.00747814,1.83356e-05
1=0.864948,0.49345,9.78337e-06
2=-1.2095,5.02232,0.0061691
0=-0.00362786,0.00747814,1.83356e-05
1=0.860975,0.500262,9.33528e-06
2=-1.21291,5.02167,0.006248
0=-0.00362786,0.00747814,1.83356e-05
1=0.856948,0.507044,8.88776e-06
2=-1.21631,5.02103,0.0063269
0=-0.00362786,0.00747815,1.83356e-05
1=0.852867,0.513794,8.44083e-06
2=-1.21972,5.02037,0.0064058
0=-0.00362786,0.00747815,1.83356e-05
1=0.848733,0.520513,7.99452e-06
2=-1.22312,5.01972,0.00648469
0=-0.00362786,0.00747815,1.83356e-05
1=0.844545,0.5272,7.54887e-06
2=-1.22653,5.01907,0.00656359
0=-0.00362786,0.00747815,1.83356e-05
1=0.840304,0.533854,7.1039e-06
2=-1.22993,5.01841,0.00664248
0=-0.00362786,0.00747815,1.83356e-05
1=0.836009,0.540474,6.65963e-06
2=-1.23334,5.01775,0.00672136
0=-0.00362786,0.00747815,1.83356e-05
1=0.831663,0.547062,6.2161e-06
2=-1.23674,5.01709,0.00680024
0=-0.00362786,0.00747815,1.83356e-05
1=0.827264,0.553616,5.77333e-06
2=-1.24014,5.01642,0.00687912
0=-0.00362786,0.00747815,1.83356e-05
1=0.822812,0.560135,5.33135e-06
2=-1.24354,5.01575,0.006958
0=-0.00362786,0.00747815,1.83356e-05
1=0.818309,0.56662,4.89019e-06
2=-1.24694,5.01509,0.00703687
0=-0.00362786,0.00747816,1.83357e-05
1=0.813754,0.57307,4.44989e-06
2=-1.25034,5.01441,0.00711574
0=-0.00362786,0.00747816,1.83357e-05
1=0.809148,0.579484,4.01045e-06
2=-1.25374,5.01374,0.00719461
0=-0.00362786,0.00747816,1.83357e-05
1=0.804491,0.585862,3.57192e-06
2=-1.25714,5.01307,0.00727348
0=-0.00362786,0.00747816,1.83357e-05
1=0.799783,0.592204,3.13432e-06
2=-1.26054,5.01239,0.00735234
0=-0.00362786,0.00747816,1.83357e-05
1=0.795025,0.598509,2.69769e-06
2=-1.26394,5.01171,0.00743119
0=-0.00362786,0.00747816,1.83357e-05
1=0.790216,0.604777,2.26203e-06
2=-1.26734,5.01103,0.00751005
0=-0.00362786,0.00747816,1.83357e-05
1=0.785357,0.611007,1.8274e-06
2=-1.27073,5.01034,0.0075889
0=-0.00362786,0.00747816,1.83357e-05
1=0.780449,0.617199,1.3938e-06
2=-1.27413,5.00965,0.00766775
0=-0.00362786,0.00747816,1.83357e-05
1=0.775491,0.623353,9.61281e-07
2=-1.27753,5.00896,0.00774659
0=-0.00362786,0.00747817,1.83357e-05
1=0.770485,0.629468,5.29856e-07
2=-1.28092,5.00827,0.00782543
0=-0.00362786,0.00747817,1.83357e-05
1=0.765429,0.635544,9.9556e-08
2=-1.28432,5.00758,0.00790427
0=-0.00362786,0.00747817,1.83357e-05
1=0.760325,0.641581,-3.2959e-07
2=-1.28771,5.00688,0.0079831
0=-0.00362786,0.00747817,1.83357e-05
1=0.755173,0.647577,-7.57556e-07
2=-1.29111,5.00619,0.00806193
0=-0.00362786,0.00747817,1.83357e-05
1=0.749973,0.653533,-1.18431e-06
2=-1.2945,5.00549,0.00814076
0=-0.00362786,0.00747817,1.83357e-05
1=0.744725,0.659449,-1.60984e-06
2=-1.29789,5.00478,0.00821958
0=-0.00362786,0.00747817,1.83357e-05
1=0.739431,0.665323,-2.0341e-06
2=-1.30128,5.00408,0.0082984
0=-0.00362786,0.00747817,1.83357e-05
1=0.734089,0.671156,-2.45706e-06
2=-1.30467,5.00337,0.00837721
0=-0.00362786,0.00747817,1.83357e-05
1=0.728701,0.676947,-2.87872e-06
2=-1.30806,5.00266,0.00845602
0=-0.00362786,0.00747818,1.83357e-05
1=0.723267,0.682695,-3.29903e-06
2=-1.31146,5.00195,0.00853483
0=-0.00362786,0.00747818,1.83357e-05
1=0.717786,0.688401,-3.71796e-06
2=-1.31484,5.00124,0.00861364
0=-0.00362786,0.00747818,1.83357e-05
1=0.71226,0.694064,-4.1355e-06
2=-1.31823,5.00052,0.00869244
0=-0.00362786,0.00747818,1.83357e-05
1=0.706689,0.699683,-4.55162e-06
2=-1.32162,4.9998,0.00877123
0=-0.00362786,0.00747818,1.83357e-05
1=0.701073,0.705259,-4.96628e-06
2=-1.32501,4.99908,0.00885002
0=-0.00362786,0.00747818,1.83357e-05
1=0.695412,0.710791,-5.37946e-06
2=-1.3284,4.99836,0.00892881
0=-0.00362786,0.00747818,1.83357e-05
1=0.689708,0.716278,-5.79114e-06
2=-1.33178,4.99763,0.0090076
0=-0.00362787,0.00747818,1.83357e-05
1=0.683959,0.72172,-6.20129e-06
2=-1.33517,4.99691,0.00908638
0=-0.00362787,0.00747818,1.83357e-05
1=0.678167,0.727117,-6.60988e-06
2=-1.33856,4.99618,0.00916515
0=-0.00362787,0.00747819,1.83357e-05
1=0.672331,0.732469,-7.01688e-06
2=-1.34194,4.99545,0.00924393
0=-0.00362787,0.00747819,1.83357e-05
1=0.666453,0.737774,-7.42227e-06
2=-1.34532,4.99471,0.00932269
0=-0.00362787,0.00747819,1.83357e-05
1=0.660532,0.743033,-7.82603e-06
2=-1.34871,4.99398,0.00940146
0=-0.00362787,0.00747819,1.83357e-05
1=0.654569,0.748246,-8.22812e-06
2=-1.35209,4.99324,0.00948022
0=-0.00362787,0.00747819,1.83357e-05
1=0.648565,0.753412,-8.62852e-06
2=-1.35547,4.9925,0.00955897
0=-0.00362787,0.00747819,1.83357e-05
1=0.642519,0.75853,-9.02721e-06
2=-1.35886,4.99175,0.00963772
0=-0.00362787,0.00747819,1.83357e-05
1=0.636432,0.763601,-9.42416e-06
2=-1.36224,4.99101,0.00971647
0=-0.00362787,0.00747819,1.83357e-05
1=0.630305,0.768624,-9.81934e-06
2=-1.36562,4.99026,0.00979521
0=-0.00362787,0.00747819,1.83357e-05
1=0.624137,0.773598,-1.02127e-05
2=-1.369,4.98951,0.00987395
0=-0.00362787,0.0074782,1.83357e-05
1=0.617929,0.778524,-1.06043e-05
2=-1.37238,4.98876,0.00995268
0=-0.00362787,0.0074782,1.83357e-05
1=0.611682,0.783401,-1.0994e-05
2=-1.37576,4.98801,0.0100314
0=-0.00362787,0.0074782,1.83357e-05
1=0.605396,0.788229,-1.13819e-05
2=-1.37913,4.98725,0.0101101
0=-0.00362787,0.0074782,1.83357e-05
1=0.599071,0.793007,-1.17678e-05
2=-1.38251,4.98649,0.0101889
0=-0.00362787,0.0074782,1.83357e-05
1=0.592708,0.797735,-1.21519e-05
2=-1.38589,4.98573,0.0102676
0=-0.00362787,0.0074782,1.83357e-05
1=0.586307,0.802413,-1.2534e-05
2=-1.38926,4.98497,0.0103463
0=-0.00362787,0.0074782,1.83357e-05
1=0.579869,0.80704,-1.29141e-05
2=-1.39264,4.9842,0.010425
0=-0.00362787,0.0074782,1.83357e-05
1=0.573393,0.811617,-1.32923e-05
2=-1.39602,4.98344,0.0105037
0=-0.00362787,0.0074782,1.83357e-05
1=0.56688,0.816142,-1.36684e-05
2=-1.39939,4.98267,0.0105824
0=-0.00362787,0.00747821,1.83357e-05
1=0.560332,0.820616,-1.40425e-05
2=-1.40276,4.98189,0.0106611
0=-0.00362787,0.00747821,1.83357e-05
1=0.553747,0.825038,-1.44145e-05
2=-1.40614,4.98112,0.0107398
0=-0.00362787,0.00747821,1.83357e-05
1=0.547127,0.829408,-1.47844e-05
2=-1.40951,4.98034,0.0108185
0=-0.00362787,0.00747821,1.83357e-05
1=0.540472,0.833726,-1.51522e-05
2=-1.41288,4.97957,0.0108971
0=-0.00362787,0.00747821,1.83357e-05
1=0.533782,0.837991,-1.55178e-05
2=-1.41625,4.97879,0.0109758
0=-0.00362787,0.00747821,1.83357e-05
1=0.527058,0.842203,-1.58813e-05
2=-1.41962,4.978,0.0110545
0=-0.00362787,0.00747821,1.83357e-05
1=0.5203,0.846362,-1.62426e-05
2=-1.42299,4.97722,0.0111331
0=-0.00362787,0.00747821,1.83358e-05
1=0.513509,0.850467,-1.66017e-05
2=-1.42636,4.97643,0.0112118
0=-0.00362787,0.00747821,1.83358e-05
1=0.506685,0.854519,-1.69586e-05
2=-1.42973,4.97564,0.0112904
0=-0.00362787,0.00747822,1.83358e-05
1=0.499828,0.858517,-1.73132e-05
2=-1.4331,4.97485,0.0113691
0=-0.00362787,0.00747822,1.83358e-05
1=0.492939,0.86246,-1.76655e-05
2=-1.43647,4.97405,0.0114477
0=-0.00362787,0.00747822,1.83358e-05
1=0.486018,0.866349,-1.80155e-05
2=-1.43983,4.97326,0.0115264
0=-0.00362787,0.00747822,1.83358e-05
1=0.479066,0.870183,-1.83632e-05
2=-1.4432,4.97246,0.011605
0=-0.00362787,0.00747822,1.83358e-05
1=0.472083,0.873962,-1.87086e-05
2=-1.44657,4.97166,0.0116836
0=-0.00362787,0.00747822,1.83358e-05
1=0.46507,0.877686,-1.90515e-05
2=-1.44993,4.97086,0.0117623
0=-0.00362787,0.00747822,1.83358e-05
1=0.458027,0.881354,-1.93921e-05
2=-1.4533,4.97005,0.0118409
0=-0.00362787,0.00747822,1.83358e-05
1=0.450955,0.884966,-1.97303e-05
2=-1.45666,4.96924,0.0119195
0=-0.00362787,0.00747823,1.83358e-05
1=0.443853,0.888522,-2.0066e-05
2=-1.46002,4.96843,0.0119981
0=-0.00362787,0.00747823,1.83358e-05
1=0.436723,0.892022,-2.03992e-05
2=-1.46338,4.96762,0.0120767
0=-0.00362787,0.00747823,1.83358e-05
1=0.429565,0.895465,-2.073e-05
2=-1.46675,4.96681,0.0121553
0=-0.00362787,0.00747823,1.83358e-05
1=0.422378,0.898851,-2.10582e-05
2=-1.47011,4.96599,0.0122339
0=-0.00362788,0.00747823,1.83358e-05
1=0.415165,0.902181,-2.1384e-05
2=-1.47347,4.96517,0.0123125
0=-0.00362788,0.00747823,1.83358e-05
1=0.407925,0.905453,-2.17072e-05
2=-1.47683,4.96435,0.012391
0=-0.00362788,0.00747823,1.83358e-05
1=0.400658,0.908667,-2.20278e-05
2=-1.48019,4.96353,0.0124696
0=-0.00362788,0.00747823,1.83358e-05
1=0.393366,0.911824,-2.23458e-05
2=-1.48355,4.96271,0.0125482
0=-0.00362788,0.00747823,1.83358e-05
1=0.386048,0.914923,-2.26612e-05
2=-1.4869,4.96188,0.0126268
0=-0.00362788,0.00747824,1.83358e-05
1=0.378706,0.917964,-2.2974e-05
2=-1.49026,4.96105,0.0127053
0=-0.00362788,0.00747824,1.83358e-05
1=0.371338,0.920947,-2.32841e-05
2=-1.49362,4.96022,0.0127839
0=-0.00362788,0.00747824,1.83358e-05
1=0.363947,0.923871,-2.35915e-05
2=-1.49697,4.95938,0.0128624
0=-0.00362788,0.00747824,1.83358e-05
1=0.356532,0.926737,-2.38963e-05
2=-1.50033,4.95855,0.0129409
0=-0.00362788,0.00747824,1.83358e-05
1=0.349094,0.929543,-2.41983e-05
2=-1.50368,4.95771,0.0130195
0=-0.00362788,0.00747824,1.83358e-05
1=0.341634,0.93229,-2.44976e-05
2=-1.50704,4.95687,0.013098
0=-0.00362788,0.00747824,1.83358e-05
1=0.334151,0.934978,-2.47941e-05
2=-1.51039,4.95603,0.0131765
0=-0.00362788,0.00747824,1.83358e-05
1=0.326647,0.937607,-2.50879e-05
2=-1.51374,4.95518,0.0132551
0=-0.00362788,0.00747824,1.83358e-05
1=0.319121,0.940176,-2.53788e-05
2=-1.51709,4.95434,0.0133336
0=-0.00362788,0.00747825,1.83358e-05
1=0.311575,0.942685,-2.5667e-05
2=-1.52044,4.95349,0.0134121
0=-0.00362788,0.00747825,1.83358e-05
1=0.304009,0.945134,-2.59523e-05
2=-1.52379,4.95263,0.0134906
0=-0.00362788,0.00747825,1.83358e-05
1=0.296423,0.947523,-2.62348e-05
2=-1.52714,4.95178,0.0135691
0=-0.00362788,0.00747825,1.83358e-05
1=0.288817,0.949852,-2.65144e-05
2=-1.53049,4.95092,0.0136475
0=-0.00362788,0.00747825,1.83358e-05
1=0.281193,0.95212,-2.67911e-05
2=-1.53384,4.95007,0.013726
0=-0.00362788,0.00747825,1.83358e-05
1=0.27355,0.954327,-2.70649e-05
2=-1.53719,4.94921,0.0138045
0=-0.00362788,0.00747825,1.83358e-05
1=0.26589,0.956474,-2.73358e-05
2=-1.54054,4.94834,0.013883
0=-0.00362788,0.00747825,1.83358e-05
1=0.258212,0.958559,-2.76037e-05
2=-1.54388,4.94748,0.0139614
0=-0.00362788,0.00747825,1.83358e-05
1=0.250518,0.960584,-2.78687e-05
2=-1.54723,4.94661,0.0140399
0=-0.00362788,0.00747826,1.83359e-05
1=0.242807,0.962547,-2.81307e-05
2=-1.55057,4.94574,0.0141183
0=-0.00362788,0.00747826,1.83359e-05
1=0.23508,0.964449,-2.83897e-05
2=-1.55392,4.94487,0.0141968
0=-0.00362788,0.00747826,1.83359e-05
1=0.227338,0.966289,-2.86456e-05
2=-1.55726,4.944,0.0142752
0=-0.00362788,0.00747826,1.83359e-05
1=0.219582,0.968068,-2.88986e-05
2=-1.5606,4.94312,0.0143537
0=-0.00362788,0.00747826,1.83359e-05
1=0.21181,0.969784,-2.91485e-05
2=-1.56395,4.94224,0.0144321
0=-0.00362788,0.00747826,1.83359e-05
1=0.204025,0.971439,-2.93953e-05
2=-1.56729,4.94136,0.0145105
0=-0.00362788,0.00747826,1.83359e-05
1=0.196227,0.973032,-2.96391e-05
2=-1.57063,4.94048,0.0145889
0=-0.00362788,0.00747826,1.83359e-05
1=0.188415,0.974563,-2.98797e-05
2=-1.57397,4.9396,0.0146673
0=-0.00362788,0.00747826,1.83359e-05
1=0.180592,0.976032,-3.01173e-05
2=-1.57731,4.93871,0.0147457
0=-0.00362788,0.00747827,1.83359e-05
1=0.172756,0.977438,-3.03517e-05
2=-1.58065,4.93782,0.0148241
0=-0.00362788,0.00747827,1.83359e-05
1=0.164909,0.978782,-3.0583e-05
2=-1.58399,4.93693,0.0149025
0=-0.00362789,0.00747827,1.83359e-05
1=0.157052,0.980063,-3.08111e-05
2=-1.58732,4.93604,0.0149809
0=-0.00362789,0.00747827,1.83359e-05
1=0.149184,0.981282,-3.1036e-05
2=-1.59066,4.93514,0.0150592
0=-0.00362789,0.00747827,1.83359e-05
1=0.141306,0.982438,-3.12578e-05
2=-1.594,4.93425,0.0151376
0=-0.00362789,0.00747827,1.83359e-05
1=0.133418,0.983531,-3.14763e-05
2=-1.59733,4.93335,0.015216
0=-0.00362789,0.00747827,1.83359e-05
1=0.125522,0.984561,-3.16916e-05
2=-1.60066,4.93244,0.0152943
0=-0.00362789,0.00747827,1.83359e-05
1=0.117618,0.985528,-3.19037e-05
2=-1.604,4.93154,0.0153727
0=-0.00362789,0.00747828,1.83359e-05
1=0.109706,0.986433,-3.21125e-05
2=-1.60733,4.93063,0.015451
0=-0.00362789,0.00747828,1.83359e-05
1=0.101786,0.987274,-3.23181e-05
2=-1.61066,4.92972,0.0155293
0=-0.00362789,0.00747828,1.83359e-05
1=0.0938599,0.988052,-3.25204e-05
2=-1.614,4.92881,0.0156077
0=-0.00362789,0.00747828,1.83359e-05
1=0.0859273,0.988767,-3.27194e-05
2=-1.61733,4.9279,0.015686
0=-0.00362789,0.00747828,1.83359e-05
1=0.0779889,0.989418,-3.29151e-05
2=-1.62066,4.92699,0.0157643
0=-0.00362789,0.00747828,1.83359e-05
1=0.0700452,0.990007,-3.31075e-05
2=-1.62399,4.92607,0.0158426
0=-0.00362789,0.00747828,1.83359e-05
1=0.0620968,0.990532,-3.32965e-05
2=-1.62732,4.92515,0.0159209
0=-0.00362789,0.00747828,1.83359e-05
1=0.0541442,0.990993,-3.34823e-05
2=-1.63064,4.92423,0.0159992
0=-0.00362789,0.00747828,1.83359e-05
1=0.0461878,0.991391,-3.36646e-05
2=-1.63397,4.9233,0.0160775
0=-0.00362789,0.00747829,1.83359e-05
1=0.0382282,0.991726,-3.38436e-05
2=-1.6373,4.92238,0.0161557
0=-0.00362789,0.00747829,1.83359e-05
1=0.030266,0.991997,-3.40192e-05
2=-1.64062,4.92145,0.016234
0=-0.00362789,0.00747829,1.83359e-05
1=0.0223015,0.992204,-3.41914e-05
2=-1.64395,4.92052,0.0163123
0=-0.00362789,0.00747829,1.83359e-05
1=0.0143353,0.992348,-3.43603e-05
2=-1.64727,4.91959,0.0163905
0=-0.00362789,0.00747829,1.83359e-05
1=0.00636802,0.992429,-3.45257e-05
2=-1.6506,4.91865,0.0164688
0=-0.00362789,0.00747829,1.8336e-05
1=-0.00159994,0.992446,-3.46877e-05
2=-1.65392,4.91771,0.016547
0=-0.00362789,0.00747829,1.8336e-05
1=-0.00956803,0.992399,-3.48462e-05
2=-1.65724,4.91678,0.0166253
0=-0.00362789,0.00747829,1.8336e-05
1=-0.0175357,0.992289,-3.50013e-05
2=-1.66056,4.91583,0.0167035
0=-0.00362789,0.00747829,1.8336e-05
1=-0.0255025,0.992115,-3.51529e-05
2=-1.66388,4.91489,0.0167817
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0334679,0.991877,-3.53011e-05
2=-1.6672,4.91395,0.0168599
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0414314,0.991576,-3.54458e-05
2=-1.67052,4.913,0.0169381
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0493924,0.991212,-3.5587e-05
2=-1.67384,4.91205,0.0170163
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0573505,0.990784,-3.57248e-05
2=-1.67716,4.9111,0.0170945
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0653051,0.990292,-3.5859e-05
2=-1.68048,4.91014,0.0171727
0=-0.00362789,0.0074783,1.8336e-05
1=-0.0732558,0.989737,-3.59897e-05
2=-1.68379,4.90918,0.0172508
0=-0.0036279,0.0074783,1.8336e-05
1=-0.0812019,0.989119,-3.61169e-05
2=-1.68711,4.90823,0.017329
0=-0.0036279,0.0074783,1.8336e-05
1=-0.089143,0.988437,-3.62405e-05
2=-1.69042,4.90726,0.0174072
0=-0.0036279,0.0074783,1.8336e-05
1=-0.0970786,0.987691,-3.63606e-05
2=-1.69374,4.9063,0.0174853
0=-0.0036279,0.00747831,1.8336e-05
1=-0.105008,0.986883,-3.64772e-05
2=-1.69705,4.90534,0.0175635
0=-0.0036279,0.00747831,1.8336e-05
1=-0.112931,0.986011,-3.65902e-05
2=-1.70036,4.90437,0.0176416
0=-0.0036279,0.00747831,1.8336e-05
1=-0.120847,0.985076,-3.66996e-05
2=-1.70368,4.9034,0.0177197
0=-0.0036279,0.00747831,1.8336e-05
1=-0.128755,0.984077,-3.68055e-05
2=-1.70699,4.90243,0.0177978
0=-0.0036279,0.00747831,1.8336e-05
1=-0.136656,0.983016,-3.69078e-05
2=-1.7103,4.90145,0.0178759
0=-0.0036279,0.00747831,1.8336e-05
1=-0.144547,0.981891,-3.70065e-05
2=-1.71361,4.90048,0.0179541
0=-0.0036279,0.00747831,1.8336e-05
1=-0.15243,0.980704,-3.71016e-05
2=-1.71692,4.8995,0.0180321
0=-0.0036279,0.00747831,1.8336e-05
1=-0.160303,0.979453,-3.71931e-05
2=-1.72022,4.89852,0.0181102
0=-0.0036279,0.00747831,1.8336e-05
1=-0.168166,0.97814,-3.7281e-05
2=-1.72353,4.89754,0.0181883
0=-0.0036279,0.00747832,1.8336e-05
1=-0.176018,0.976764,-3.73653e-05
2=-1.72684,4.89655,0.0182664
0=-0.0036279,0.00747832,1.8336e-05
1=-0.183859,0.975326,-3.7446e-05
2=-1.73014,4.89556,0.0183444
0=-0.0036279,0.00747832,1.8336e-05
1=-0.191689,0.973824,-3.75231e-05
2=-1.73345,4.89458,0.0184225
0=-0.0036279,0.00747832,1.8336e-05
1=-0.199506,0.972261,-3.75966e-05
2=-1.73675,4.89358,0.0185005
0=-0.0036279,0.00747832,1.8336e-05
1=-0.20731,0.970635,-3.76664e-05
2=-1.74006,4.89259,0.0185786
0=-0.0036279,0.00747832,1.8336e-05
1=-0.215102,0.968947,-3.77326e-05
2=-1.74336,4.8916,0.0186566
0=-0.0036279,0.00747832,1.83361e-05
1=-0.22288,0.967196,-3.77951e-05
2=-1.74666,4.8906,0.0187346
0=-0.0036279,0.00747832,1.83361e-05
1=-0.230643,0.965384,-3.7854e-05
2=-1.74996,4.8896,0.0188126
0=-0.0036279,0.00747832,1.83361e-05
1=-0.238392,0.963509,-3.79092e-05
2=-1.75326,4.8886,0.0188907
0=-0.0036279,0.00747833,1.83361e-05
1=-0.246126,0.961573,-3.79608e-05
2=-1.75656,4.88759,0.0189686
0=-0.0036279,0.00747833,1.83361e-05
1=-0.253844,0.959575,-3.80088e-05
2=-1.75986,4.88659,0.0190466
0=-0.0036279,0.00747833,1.83361e-05
1=-0.261546,0.957516,-3.80531e-05
2=-1.76316,4.88558,0.0191246
0=-0.0036279,0.00747833,1.83361e-05
1=-0.269231,0.955395,-3.80937e-05
2=-1.76646,4.88457,0.0192026
0=-0.0036279,0.00747833,1.83361e-05
1=-0.276899,0.953212,-3.81306e-05
2=-1.76975,4.88355,0.0192806
0=-0.00362791,0.00747833,1.83361e-05
1=-0.284549,0.950969,-3.81639e-05
2=-1.77305,4.88254,0.0193585
